add_feat,body_feat,conv_feat,dimensions,gen_spec,highlights,no_ratings,prod_desc,product_name,product_price,product_rating,wash_mod
"Power Features,Power Requirement,AC 230 V, 50 Hz","Body Features,Outer Body Material,Stainless Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Wheel Support,No","Convenience Features,Digital Display,Yes,Tub Self-clean,Yes,Preset Timer,Yes,Wrinkle Prevention,No,Lint Filter,Yes","Additional Features,Child Lock,Yes,Shock Proof,Yes,Door Lock,Yes,Auto Power Off,Yes,Other Features,Auto Restart, Jet Spray Plus, Smart Inverter Motor, Smart Closing Door, Smart Diagnosis","General,In The Box,1 Washing Machine Unit, Drain Pipe, Inlet Pipe, User Manual, Warranty Card,Brand,LG,Model Name,T70SJSF3Z,Function Type,Fully Automatic Top Load,Energy Rating,5,Washing Capacity,7 kg,Washing Method,Pulsator,Maximum Spin Speed,780 rpm,In-built Heater,No,Color,Grey,Dryer Type,Air Dry,Water Level Selector,Yes,Shade,Middle Free Silver,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features, 3. Do's and Dont's.,Warranty,Warranty Summary,2 Years Comprehensive Warranty and 10 Years Warranty on Motor from LG,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty. This also Covers all Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts, Any Accessories External to the Product, The Product is not Used According to the Instructions Given in the Instructions Manual, Defects Caused by Improper Use as Determined by the Company Personnel, Modification or Alteration of Any Nature Made in the Electrical Circuitry or Physical Construction of the Set, Site (Where the Premises is Kept) Conditions that do not Confirm to the Recommended Operating Conditions of the Machine, The Serial Number is Removed, Altered or Obliterated from the Machine, Defects due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to the Service Centers or Purchaser's Residence,Warranty Service Type,Technician Visit,Wash Modes,Fuzzy Logic,Yes,Hot Wash,No,Quick Wash,Yes,Spin Only,Yes,Body Features,Outer Body Material,Stainless Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Wheel Support,No,Convenience Features,Digital Display,Yes,Tub Self-clean,Yes,Preset Timer,Yes,Wrinkle Prevention,No,Lint Filter,Yes,Power Features,Power Requirement,AC 230 V, 50 Hz,Additional Features,Child Lock,Yes,Shock Proof,Yes,Door Lock,Yes,Auto Power Off,Yes,Other Features,Auto Restart, Jet Spray Plus, Smart Inverter Motor, Smart Closing Door, Smart Diagnosis,Dimensions,Width,54 cm,Height,91 cm,Depth,54 cm,Weight,33 kg","Highlights,Fully Automatic Top Load Washing Machines are ergonomically friendly and provide great wash quality,780 rpm  : Higher the spin speed, lower the drying time,5 Star Rating,7 kg",24,"Smart Inverter Motor,BMC Motor Protection,TurboDrum,SmartThinQ App,Smart Closing Door,Save Water,Punch+ 3,Durable,Tub Clean,Performance,Child Lock","LG 7 kg Fully Automatic Top Load Grey,  (T70SJSF3Z)","21,999",4.6,"Wash Modes,Fuzzy Logic,Yes,Hot Wash,No,Quick Wash,Yes,Spin Only,Yes"
,"Convenience Features,Digital Display,Yes","Dimensions,Width,54 cm,Height,91 cm,Depth,54 cm,Weight,35 kg",,"General,In The Box,1 Washing Machine, User Manual, Inlet Pipe,Brand,LG,Model Name,T70SJSF1Z,Function Type,Fully Automatic Top Load,Energy Rating,5,Washing Capacity,7 kg,Washing Method,Pulsator,Maximum Spin Speed,740 rpm,In-built Heater,No,Color,Silver,Water Level Selector,Yes,Shade,Middle Free Silver,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features,3. Do's and Dont's.,Warranty,Warranty Summary,2 Years Warranty on Product and 10 Years on Motor,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty,Not Covered in Warranty,Physical Damages,Warranty Service Type,On-site,Body Features,Tub Material,Stainless Steel,Convenience Features,Digital Display,Yes,Dimensions,Width,54 cm,Height,91 cm,Depth,54 cm,Weight,35 kg","Highlights,Fully Automatic Top Load Washing Machines are ergonomically friendly and provide great wash quality,740 rpm  : Higher the spin speed, lower the drying time,5 Star Rating,7 kg",17,"Smart Inverter Motor,BMC Motor Protection,TurboDrum,SmartThinQ App,Smart Closing Door,Save Water,Punch+ 3,Durable,Tub Clean,Performance,Child Lock","LG 7 kg Fully Automatic Top Load Silver,  (T70SJSF1Z)","21,649",4.6,"Body Features,Tub Material,Stainless Steel"
"Additional Features,Child Lock,Yes,Other Features,Better Washing with LG Smart Motion and TurboDrum, Smart Diagnosis, Turbo Soak, Memory Backup, Auto Balance System, Transparent Window (Glass Type), Powerful Washing With Multi Water Flow, Waterfall Circulation, Smart Filter","Body Features,Tub Material,Plastic","Convenience Features,Digital Display,Yes,Other Convenience Features,Water Inlet Cold Only","Dimensions,Width,54 cm,Height,87 cm,Depth,54 cm,Weight,32 kg","General,In The Box,1 Washing Machine, Inlet Pipe, Outlet Pipe, User Manual, Warranty Card,Brand,LG,Model Name,T7288NDDLA.ABWPEIL,Function Type,Fully Automatic Top Load,Energy Rating,0,Washing Capacity,6.2 kg,Washing Method,Pulsator,Maximum Spin Speed,740 RPM,In-built Heater,No,Color,White,Shade,White,Technology Used,Smart Inverter Technology,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features,3. Do's and Dont's.,Warranty,Warranty Summary,2 Years Warranty on Product and 10 Years Warranty on Motor,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty. This also Covers all Manufacturing Defects,Not Covered in Warranty,Warranty does not Cover Normal Wear and Tear of Parts or Any Other Acts of God. Warranty does not Include Preventive Checks, Routine Maintenance, Cleaning, Defects Caused by Pets, Rats or Any Other Animal or Insect, Any Consequential or Resulting Liability, Damage or Loss to Property or Life Arising Directly or Indirectly as Result of Appliance Failure or Breakdown,Warranty Service Type,On-site,Wash Modes,Wash Program Types,- Strong (Jeans), Favorite, Gentle (Wool/Saree), Normal,Fuzzy Logic,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Other Wash Modes,3 Step Wash, Smart Cleaning, Tub Clean,Body Features,Tub Material,Plastic,Convenience Features,Digital Display,Yes,Other Convenience Features,Water Inlet Cold Only,Additional Features,Child Lock,Yes,Other Features,Better Washing with LG Smart Motion and TurboDrum, Smart Diagnosis, Turbo Soak, Memory Backup, Auto Balance System, Transparent Window (Glass Type), Powerful Washing With Multi Water Flow, Waterfall Circulation, Smart Filter,Dimensions,Width,54 cm,Height,87 cm,Depth,54 cm,Weight,32 kg","Highlights,Fully Automatic Top Load Washing Machines are ergonomically friendly and provide great wash quality,740 RPM  : Higher the spin speed, lower the drying time,6.2 kg",3,,"LG 6.2 kg with Smart Inverter Fully Automatic Top Load White,  (T7288NDDLA.ABWPEIL)","16,420",4.3,"Wash Modes,Wash Program Types,- Strong (Jeans), Favorite, Gentle (Wool/Saree), Normal,Fuzzy Logic,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Other Wash Modes,3 Step Wash, Smart Cleaning, Tub Clean"
,"Convenience Features,Digital Display,Yes","Dimensions,Width,600 mm,Height,850 mm,Depth,550 mm,Weight,68 kg",,"General,In The Box,1 unit of machine, 1 unit of the drain hose, 1 unit OT hose, 1 unit of QRG (quick reference guide), 1 unit of user manual,Brand,LG,Model Name,FHT1409SWS,Function Type,Fully Automatic Front Load,Energy Rating,0,Washing Capacity,9 kg,Washing Method,Tumble Wash,Maximum Spin Speed,1400 rpm,In-built Heater,Yes,Color,Grey,Shade,stainless silver,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features,3. Do's and Don'ts.,Warranty,Warranty Summary,2 Years Comprehensive and 10 Years Warranty on Motor from LG,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts From the Date of Purchase Will be Covered Under Warranty. Covers All Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts, Any Accessories External to the Product, Product is Not Used According to the Instructions Given in the Instructions Manual, Defects,Warranty Service Type,Technician Visit,Body Features,Tub Material,Stainless Steel,Convenience Features,Digital Display,Yes,Dimensions,Width,600 mm,Height,850 mm,Depth,550 mm,Weight,68 kg","Highlights,Fully Automatic Front Load Washing Machines have Great Wash Quality with very less running cost,1400 rpm  : Higher the spin speed, lower the drying time,9 kg : Great for Large families",89,"6 Motion Direct Drive Technology,Inverter Direct Drive,Steam Wash,Wi-Fi Connectivity,Turbowash,Heater,Smart Diagnosis,Waterproof Touch Panel,Child Lock,Stainless Steel Drum","LG 9 kg Inverter Wi-Fi with 6 Motion DD Technology Fully Automatic Front Load with In-built Heater Grey,  (FHT1409SWS)","43,990",4.5,"Body Features,Tub Material,Stainless Steel"
"Dimensions,Width,59 cm,Height,96 cm,Depth,60.6 cm,Weight,35 kg","Convenience Features,Digital Display,Yes","Additional Features,Other Features,Auto Restart",,"General,In The Box,1 Washing Machine, User Manual, Inlet Pipe, Outlet Pipe,Brand,LG,Model Name,T90SJSS1Z,Function Type,Fully Automatic Top Load,Energy Rating,0,Washing Capacity,9 kg,Washing Method,Pulsator,Maximum Spin Speed,800 rpm,In-built Heater,No,Color,Silver,Shade,Stainless Steel-VCM,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features, 3. Do's and Dont's.,Warranty,Warranty Summary,2 Years Comprehensive Warranty and 10 Years Warranty on Motor from LG,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty. This also Covers all Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts, Any Accessories External to the Product, The Product is not Used According to the Instructions Given in the Instructions Manual, Defects Caused by Improper Use as Determined by the Company Personnel, Modification or Alteration of Any Nature Made in the Electrical Circuitry or Physical Construction of the Set, Site (Where the Premises is Kept) Conditions that do not Confirm to the Recommended Operating Conditions of the Machine, The Serial Number is Removed, Altered or Obliterated from the Machine, Defects due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to the Service Centers or Purchaser's Residence,Warranty Service Type,Technician Visit,Body Features,Tub Material,Stainless Steel,Convenience Features,Digital Display,Yes,Additional Features,Other Features,Auto Restart,Dimensions,Width,59 cm,Height,96 cm,Depth,60.6 cm,Weight,35 kg","Highlights,Fully Automatic Top Load Washing Machines are ergonomically friendly and provide great wash quality,800 rpm  : Higher the spin speed, lower the drying time,9 kg",6,"Smart Inverter Technology,TurboDrum,Jet Spray+,Stainless Steel Drum,Smart Diagnosis,Smart Closing Door,Punch+ 3,Tub Clean,Child Lock,Auto Restart","LG 9 kg Fully Automatic Top Load Silver,  (T90SJSS1Z)","27,340",4.8,"Body Features,Tub Material,Stainless Steel"
"Dimensions,Width,600 mm,Height,850 mm,Depth,550 mm,Weight,63 kg","Convenience Features,Digital Display,Yes","Power Features,Other Power Features,Power Consumption: 1000 W (Approx. Depending upon Wash Program)",,"General,In The Box,1 unit of machine, 1 unit of the drain hose, 1 unit OT hose, 1 unit of QRG (quick reference guide), 1 unit of user manual,Brand,LG,Model Name,FHT1408SWL,Function Type,Fully Automatic Front Load,Energy Rating,0,Washing Capacity,8 kg,Washing Method,6 Motion DD Wash,Maximum Spin Speed,1400 rpm,In-built Heater,Yes,Color,Silver,Shade,Silver,Installation & Demo,Installation & Demo,Explain all the functionality of the product,Usage of the product,The authorized service engineer will be providing detailed demo that includes,Flipkart will facilitate Installation and Demo at time of your convenience from an brand authorized service engineer,The Installation & Demo service will be provided free of cost. All additional accessories not part of the the package will be charged separately,Preventive maintenance action to be taken,Flipkart will communicate the day and time slot of the scheduled Installation & Demo through a SMS and the same information will also be available in your order details page,Warranty,Warranty Summary,2 Years Comprehensive Warranty and 10 Years Warranty on Motor from LG,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty. This also Covers all Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts. Any Accessories External to the Product. The Product is Not Used according to the Instructions Given in the Instructions Manual. Defects Caused By Improper Use as Determined By the Company Personnel. Modification or Alteration of any Nature Made in the Electrical Circuitry/or Physical Construction of the Set. Site (Where the Premises is Kept) Conditions that Do not Confirm to the Recommended Operating Conditions of the Machine. The Serial Number is Removed, Altered or Obliterated from the Machine. Defects Due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to the Service Centers or Purchaser's Residence.,Warranty Service Type,Technician Visit,Body Features,Tub Material,Stainless Steel,Convenience Features,Digital Display,Yes,Power Features,Other Power Features,Power Consumption: 1000 W (Approx. Depending upon Wash Program),Dimensions,Width,600 mm,Height,850 mm,Depth,550 mm,Weight,63 kg","Highlights,Fully Automatic Front Load Washing Machines have Great Wash Quality with very less running cost,1400 rpm  : Higher the spin speed, lower the drying time,8 kg : Great for family of 4",109,"Removes 99.9% Allergens with Steam,A Fast Wash with TurboWash,6 Motion DD Technology,Less Vibration, Less Noise,SmartThinQ App","LG 8 kg Inverter Wi-Fi Fully-Automatic Front Loading Washing Machine with Inbuilt Heater & TurboWash Silver,  (FHT1408SWL)","39,390",4.3,"Body Features,Tub Material,Stainless Steel"
"Power Features,Power Requirement,AC 230 V, 50 Hz","Body Features,Outer Body Material,Stainless Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Wheel Support,No","Convenience Features,Digital Display,Yes,Tub Self-clean,Yes,Preset Timer,Yes,Wrinkle Prevention,No,Lint Filter,Yes","Additional Features,Child Lock,Yes,Shock Proof,Yes,Door Lock,Yes,Auto Power Off,Yes,Other Features,Auto Restart, Jet Spray Plus, Smart Inverter Motor, Smart Closing Door, Smart Diagnosis","General,In The Box,1 Washing Machine Unit, Drain Pipe, Inlet Pipe, User Manual, Warranty Card,Brand,LG,Model Name,T90SJSS1Z,Function Type,Fully Automatic Top Load,Energy Rating,5,Washing Capacity,9 kg,Washing Method,Pulsator,Maximum Spin Speed,780 rpm,In-built Heater,No,Color,Grey,Dryer Type,Air Dry,Water Level Selector,Yes,Shade,Stainless steel silver,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features, 3. Do's and Dont's.,Warranty,Warranty Summary,2 Years Comprehensive Warranty and 10 Years Warranty on Motor from LG,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty. This also Covers all Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts, Any Accessories External to the Product, The Product is not Used According to the Instructions Given in the Instructions Manual, Defects Caused by Improper Use as Determined by the Company Personnel, Modification or Alteration of Any Nature Made in the Electrical Circuitry or Physical Construction of the Set, Site (Where the Premises is Kept) Conditions that do not Confirm to the Recommended Operating Conditions of the Machine, The Serial Number is Removed, Altered or Obliterated from the Machine, Defects due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to the Service Centers or Purchaser's Residence,Warranty Service Type,Technician Visit,Wash Modes,Fuzzy Logic,Yes,Hot Wash,No,Quick Wash,Yes,Spin Only,Yes,Body Features,Outer Body Material,Stainless Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Wheel Support,No,Convenience Features,Digital Display,Yes,Tub Self-clean,Yes,Preset Timer,Yes,Wrinkle Prevention,No,Lint Filter,Yes,Power Features,Power Requirement,AC 230 V, 50 Hz,Additional Features,Child Lock,Yes,Shock Proof,Yes,Door Lock,Yes,Auto Power Off,Yes,Other Features,Auto Restart, Jet Spray Plus, Smart Inverter Motor, Smart Closing Door, Smart Diagnosis,Dimensions,Width,59 cm,Height,96 cm,Depth,60.6 cm,Weight,40 kg","Highlights,Fully Automatic Top Load Washing Machines are ergonomically friendly and provide great wash quality,780 rpm  : Higher the spin speed, lower the drying time,5 Star Rating,9 kg",6,"Smart Inverter Motor,BMC Motor Protection,TurboDrum,SmartThinQ App,Smart Closing Door,Save Water,Punch+ 3,Durable,Tub Clean,Performance,Child Lock","LG 9 kg Fully Automatic Top Load Grey,  (T90SJSS1Z)","27,399",4.8,"Wash Modes,Fuzzy Logic,Yes,Hot Wash,No,Quick Wash,Yes,Spin Only,Yes"
"Additional Features,Child Lock,Yes,Shock Proof,Yes,Door Lock,Yes,Auto Power Off,Yes,Other Features,6 Motion Direct Drive Technology, Steam for Hygiene, Turbo Wash, 100% Water Proof Touch Control, Scrub, Stepping, Filtration, Tumble, Swing, Rolling, Smart Diagnosis, Cycle Download","Body Features,Outer Body Material,Stainless Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Wheel Support,No","Convenience Features,Digital Display,Yes,Wrinkle Prevention,Yes,Memory Backup,Yes,Other Convenience Features,Wi-Fi","Dimensions,Width,60 cm,Height,85 cm,Depth,55 cm,Weight,60 kg","General,In The Box,1 Machine Unit, Drain Hose, OT Hose, QRG, User Manual,Brand,LG,Model Name,FHT1207ZWS,Function Type,Fully Automatic Front Load,Energy Rating,5,Washing Capacity,7 kg,Washing Method,Tumble,Maximum Spin Speed,1200 rpm,In-built Heater,Yes,Color,Grey,Shade,Stainless Silver,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features,3. Do's and Dont's.,Warranty,Warranty Summary,2 Years Comprehensive and 10 Years on Motor from LG,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty. This also Covers all Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts. Any Accessories External to the Product. The Product is Not Used according to the Instructions Given in the Instructions Manual. Defects Caused By Improper Use as Determined By the Company Personnel. Modification or Alteration of any Nature Made in the Electrical Circuitry/or Physical Construction of the Set. Site (Where the Premises is Kept) Conditions that Do not Confirm to the Recommended Operating Conditions of the Machine. The Serial Number is Removed, Altered or Obliterated from the Machine. Defects Due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to the Service Centers or Purchaser's Residence.,Warranty Service Type,Technician Visit,Wash Modes,Wash Program Types,30 - Cotton, Cotton+, Mix, Allergy Care, Delicate, Stain Care, Speed 14 , Crease Care, Intensive wash, Tub Clean,Fuzzy Logic,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Spin Only,Yes,Other Wash Modes,Allergy Care, Baby Care, Quick 30 Program, Crease Care, Pre-Wash,Body Features,Outer Body Material,Stainless Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Wheel Support,No,Convenience Features,Digital Display,Yes,Wrinkle Prevention,Yes,Memory Backup,Yes,Other Convenience Features,Wi-Fi,Additional Features,Child Lock,Yes,Shock Proof,Yes,Door Lock,Yes,Auto Power Off,Yes,Other Features,6 Motion Direct Drive Technology, Steam for Hygiene, Turbo Wash, 100% Water Proof Touch Control, Scrub, Stepping, Filtration, Tumble, Swing, Rolling, Smart Diagnosis, Cycle Download,Dimensions,Width,60 cm,Height,85 cm,Depth,55 cm,Weight,60 kg","Highlights,Fully Automatic Front Load Washing Machines have Great Wash Quality with very less running cost,1200 rpm  : Higher the spin speed, lower the drying time,Number of wash programs - 30,5 Star Rating,7 kg",31,"6 Motion Direct Drive Technology,Noiseless Performance,Germ-free and Allergen-free,SmartThinQ Wi-Fi,Save Time and Water,Heater,Waterproof Touch Panel,Child Lock Feature,Auto Restart,Stainless Steel Drum","LG 7 kg 5 Star Fully Automatic Front Load with In-built Heater Grey,  (FHT1207ZWS)","38,490",4.7,"Wash Modes,Wash Program Types,30 - Cotton, Cotton+, Mix, Allergy Care, Delicate, Stain Care, Speed 14 , Crease Care, Intensive wash, Tub Clean,Fuzzy Logic,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Spin Only,Yes,Other Wash Modes,Allergy Care, Baby Care, Quick 30 Program, Crease Care, Pre-Wash"
,"Convenience Features,Digital Display,No","Dimensions,Width,700 mm,Height,900 mm,Depth,430 mm,Weight,24 Kg",,"General,In The Box,User Manual,Inlet Pipe,Outlet Pipe,1 Washing Machine,Brand,LG,Model Name,P7001R3F,Function Type,Semi Automatic Top Load,Energy Rating,0,Washing Capacity,6 kg,Washing Method,Roller Jet Pulsator Wash,Maximum Spin Speed,1000 rpm,In-built Heater,No,Color,Grey,Shade,Dark Grey,Installation & Demo,Installation & Demo,Installation and Demo,Warranty,Warranty Summary,2 Years Comprehensive Warranty from LG,Covered in Warranty,Covers all Manufacturing Defects.,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty,Not Covered in Warranty,Parts: Outer cabinet and plastic parts. Any accessories external to the product. The product is not used according to the instructions given in the instructions manual. Defects caused by improper use as determined by the company personnel. Modification or alteration of any nature made in the electrical circuitry/ or physical construction of the set. Site (where the premises is kept) conditions that do not confirm to the recommended operating conditions of the machine. The serial number is removed, altered or obliterated from the machine. Defects due to cause beyond control like lightning, abnormal voltage, acts of God or while in transit to the service center's or purchaser's residence.,Warranty Service Type,No Tech Visit,Body Features,Outer Body Material,Plastic,Tub Material,Plastic,Convenience Features,Digital Display,No,Dimensions,Width,700 mm,Height,900 mm,Depth,430 mm,Weight,24 Kg","Highlights,Semi Automatic Top Load,1000 rpm  : Higher the spin speed, lower the drying time,6 kg : Great for Single/Couple",44,,"LG 6 kg Semi Automatic Top Load Grey,  (P7001R3F)","9,990",4.2,"Body Features,Outer Body Material,Plastic,Tub Material,Plastic"
"Power Features,Power Requirement,AC 230 V","Body Features,Outer Body Material,Stainless Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Wheel Support,No","Convenience Features,Digital Display,Yes,Tub Self-clean,Yes,Preset Timer,Yes,Wrinkle Prevention,No,Lint Filter,Yes","Additional Features,Child Lock,Yes,Shock Proof,Yes,Door Lock,Yes,Auto Power Off,Yes,Other Features,Auto Restart, Jet Spray Plus, Smart Inverter Motor, Smart Closing Door, Smart Diagnosis","General,In The Box,1 Washing Machine Unit, Drain Pipe, Inlet Pipe, User Manual, Warranty Card,Brand,LG,Model Name,T70SJSS1Z,Function Type,Fully Automatic Top Load,Energy Rating,5,Washing Capacity,7 kg,Washing Method,Pulsator,Maximum Spin Speed,780 rpm,In-built Heater,No,Color,Grey,Dryer Type,Air Dry,Water Level Selector,Yes,Shade,Stainless steel silver,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features,3. Do's and Dont's.,Warranty,Warranty Summary,2 Years Comprehensive Warranty and 10 Years Warranty on Motor from LG,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty. This also Covers all Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts, Any Accessories External to the Product, The Product is not Used According to the Instructions Given in the Instructions Manual, Defects Caused by Improper Use as Determined by the Company Personnel, Modification or Alteration of Any Nature Made in the Electrical Circuitry or Physical Construction of the Set, Site (Where the Premises is Kept) Conditions that do not Confirm to the Recommended Operating Conditions of the Machine, The Serial Number is Removed, Altered or Obliterated from the Machine, Defects due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to the Service Centers or Purchaser's Residence,Warranty Service Type,Technician Visit,Wash Modes,Fuzzy Logic,Yes,Hot Wash,No,Quick Wash,Yes,Spin Only,Yes,Body Features,Outer Body Material,Stainless Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Wheel Support,No,Convenience Features,Digital Display,Yes,Tub Self-clean,Yes,Preset Timer,Yes,Wrinkle Prevention,No,Lint Filter,Yes,Power Features,Power Requirement,AC 230 V,Additional Features,Child Lock,Yes,Shock Proof,Yes,Door Lock,Yes,Auto Power Off,Yes,Other Features,Auto Restart, Jet Spray Plus, Smart Inverter Motor, Smart Closing Door, Smart Diagnosis,Dimensions,Width,54 cm,Height,91 cm,Depth,54 cm,Weight,33 kg","Highlights,Fully Automatic Top Load Washing Machines are ergonomically friendly and provide great wash quality,780 rpm  : Higher the spin speed, lower the drying time,5 Star Rating,7 kg",10,"Smart Inverter Motor,BMC Motor Protection,TurboDrum,SmartThinQ App,Smart Closing Door,Save Water,Punch+ 3,Durable,Tub Clean,Performance,Child Lock","LG 7 kg Fully Automatic Top Load Grey,  (T70SJSS1Z)","25,985",4.2,"Wash Modes,Fuzzy Logic,Yes,Hot Wash,No,Quick Wash,Yes,Spin Only,Yes"
,"Convenience Features,Digital Display,Yes","Dimensions,Width,54 cm,Height,87 cm,Depth,54 cm,Weight,32 kg",,"General,In The Box,1 Washing Machine, User Manual, Inlet Pipe,Brand,LG,Model Name,T65SJSF3Z,Function Type,Fully Automatic Top Load,Energy Rating,5,Washing Capacity,6.5 kg,Washing Method,Pulsator,Maximum Spin Speed,740 rpm,In-built Heater,No,Color,Silver,Water Level Selector,Yes,Shade,Middle Free Silver,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features,3. Do's and Dont's.,Warranty,Warranty Summary,2 Years Warranty on Product and 10 Years on Motor,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty,Not Covered in Warranty,Physical Damages,Warranty Service Type,On-site,Body Features,Tub Material,Stainless Steel,Convenience Features,Digital Display,Yes,Dimensions,Width,54 cm,Height,87 cm,Depth,54 cm,Weight,32 kg","Highlights,Fully Automatic Top Load Washing Machines are ergonomically friendly and provide great wash quality,740 rpm  : Higher the spin speed, lower the drying time,5 Star Rating,6.5 kg",18,"Smart Inverter Motor,BMC Motor Protection,TurboDrum,SmartThinQ App,Smart Closing Door,Save Water,Punch+ 3,Durable,Tub Clean,Performance,Child Lock","LG 6.5 kg 5 Star Rating Jet Spray Fully Automatic Top Load Silver,  (T65SJSF3Z)","20,990",4.1,"Body Features,Tub Material,Stainless Steel"
