highlights,no_ratings,prod_desc,product_name,product_price,product_rating,tech_details
"Fully-automatic front load washing machine: Works Smart Stays Young,Capacity 7 kg: Suitable for families with 3 to 4 members,Manufacturer Warranty: 3 Year warranty on product and 10 years on motor,1200 RPM: Higher spin speeds helps in faster drying,Wash Programs: Cotton, Daily Wash, Dark Garment, E Cotton, Bedding, Hygiene Steam, Synthetics,Hygiene Steam Wash: Give your clothes a really deep and hygienic clean with steam,5 Star Rated: Spend less on bills and protect the planet,Inverter Technology: Superior energy efficiency, minimal noise and exceptionally long-lasting performance,Diamond Drum: Supremely gentle on your clothes,Other Features: Ceramic Heater, Smart Check, Child Lock, Delay End",,,"Samsung 7 Kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine (WW70J42G0BW/TL, White, Hygiene Steam)","29,490.00",,"Brand,Samsung,Model,WW70J42G0BW/TL,Energy Efficiency,5 Star Rating,Capacity,7 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,Inverter,Colour,White,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Plastic,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
,,,,,,
"Fully-automatic top-loading washing machine; 9 litres capacity,1 year on product; 10 years on motor,Wobble technology pulsator, diamond drum (STS) and 5 step super clean,Soak, magic filter, eco tub clean and ice blue led",,"Wobble Technology  ,Tempered Glass Window ,Magic Filter ,Diamond Drum ,Water Fall ,Built in Sink ","Samsung WA90J5730SS/TL Fully-automatic Top-loading Washing Machine (9 Kg, Silver)",,,"Brand,Samsung,Model,WA90J5730SS/TL,Capacity,9 Liters,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Magic filter, LED display, Tempered Glass Door,Colour,Silver,Control Console,Fully Automatic,Access Location,Top Load,Batteries Included,No,Batteries Required,No, , "
"Fully-automatic top-loading washing machine; 6.5 kg capacity,Energy Rating: 5 Star,Warranty: 3 years on product, 12 years on motor,Fully-automatic: top load washing machines,Capacity 6.5 kg: Suitable for families with 4 to 5 members,Special features: digital inverter technology, child lock, delay end, magic dispenser, eco tub clean",,"Inverter technology (DIT) ,5 Star Energy Rating ,Wobble Technology ,Diamond Drum ,Magic Dispenser , Magic Filter , Smart Check ,Monsoon Mode , Eco Tub Clean ,Quick Wash ,Intensive Wash ,Delicate Wash ,Super Clean Wash ,Aqua Preserve ,Delay End ,Child Lock ","Samsung 6.5 Kg Inverter Fully-Automatic Top Loading Washing Machine (WA65N4261SS/TL, Imperial Silver)",,,"Brand,Samsung,Model,WA65N4261SS/TL,Energy Efficiency,5 Star Rating,Capacity,6.50 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Imperial Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 7.0 kg capacity,Energy Rating: 5 Star,Warranty: 3 years on product, 12 years on motor,Fully-automatic: front load washing machines,Capacity 7.0 kg: Suitable for families with 4 to 5 members,Special features: digital inverter technology, wobble pulsator, magic filter, magic dispenser, eco tub clean, diamond drum",,,"Samsung 7.0 Kg Inverter Fully-Automatic Front Loading Washing Machine (WW71J42G0KW/TL, White)",,,"Brand,Samsung,Model,WW71J42G0KW/TL,Energy Efficiency,5 Star Rating,Capacity,7 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,Inverter,Colour,White,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Plastic,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Installation: For requesting an installation/demo for this product once delivered, please call Samsung support directly on 1800 40 7267864 and provide the product's model name.,Fully-automatic top-loading washing machine; 7 kg,Warranty: 3 years on product; 10 years on motor,STS pulsator, STS drum type, 7 wash programs, 5 water level, digital LED, tempered glass window,Magic filter, diamond drum, water fall, built-in sink, magic dispenser, child lock, power spin, auto restart, eco tub clean,Transparent toughened glass lid, soak, ice blue led, magnolia plum pattern plus sparkling plum lid, magic dispenser,Maximum spin speed - 680, rat mesh, activ wash plus",2,"Tempered Glass Window ,Magic Filter ,Diamond Drum ,Built in Sink ,Magic Dispenser  ,Eco Tub  ","Samsung 7 kg Fully-Automatic Top Loading Washing Machine (WA70M4020HP/TL, Magnolia Plum)","22,490.00",3.4,"Brand,Samsung,Model,WA70M4020HP/TL,Capacity,7 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Colour,Magnolia Plum,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Wattage,330 Watts,Material,Steel,Included Components,Washing Machine, Hose Drain, Hose Inlet, Warranty Card, User Manual, Shutter (Rat Mesh), Clip Ring, Screw Fitting,Batteries Included,No,Batteries Required,No, , "
"Fully-automatic top-loading washing machine; 7 kg,Warranty: 3 years on product, 10 years on motor,DIT motor with 12 years warranty,Active wash plus,Soft door closure, magic dispenser",,,"Samsung 7 kg Inverter Fully-Automatic Top Loading Washing Machine (WA70N4560SS/TL, Silver)",,,"Brand,Samsung,Model,WA70N4560SS/TL,Capacity,7 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 Washing Machine, User Manual, Inlet Pipe, Outlet Pipe,Batteries Included,No,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 8 kg capacity,Warranty: 3 years on product, 10 years on motor,Suitable for families with 3 to 4 members,Special features: add wash, bubble soak, bubble technology, easy iron, dit motor, smart check,For queries/assistance please contact the support no: 1-800-726-7864,Diamond drum",,"Add any Item, any Time ,                Powerful Bubbles, Outstanding Cleaning           ,                Intensive Stain Removal           ,                Works Smart. Stays Young           ,                Extraordinarily Beautiful Design           ,                Easy Troubleshooting           ,                Keep your Washer Fresh           ,                Save Time on Smaller Loads           ,                Gentle Fabric Care           ,                Hygienically Clean           ,        Easier Ironing      ,                Cleans Away Detergent Residue           ","Samsung 8 Kg Fully-Automatic Front Loading Washing Machine (WW80K54E0WW/TL, White)",,,"Brand,Samsung,Model,WW80K54E0WW/TL,Capacity,8 Kilograms,Maximum Rotational Speed,1400,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,In built heater,Colour,White,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 Washing Machine, Hose Drain, Hose Inlet, Warranty Card, User Manual, Shutter (Rat Mesh), Clip Ring and Screw Fitting,Batteries Included,No,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 6.5 kg capacity,Energy Rating: 5 Star,Warranty: 3 years on product, 12 years on motor,Fully automatic: Washing machines,Capacity 6.5kg: Suitable for families with 4 to 5 members",,"Hygiene Steam ,Inverter technology (DIT) ,5 Star Energy Rating , Ceramic Heater , Diamond Drum ,Eco Drum Clean ,Quick Wash ,Intensive Wash ,Delicate Wash ,Smart Check ,Delay End ,Child Lock ,LED Panel ","Samsung 6.5 Kg Inverter Fully-Automatic Front Loading Washing Machine (WW66R22EK0S/TL, Silver)","30,440.00",,"Brand,Samsung,Model,WW66R22EK0S/TL,Energy Efficiency,5 Star Rating,Capacity,6.50 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,Inverter,Colour,Silver,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Plastic,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 6.0 kg capacity,Energy Rating: 5 Star,Warranty: 3 years on product, 12 years on motor,Fully automatic: Washing machines,Capacity 6.0kg: Suitable for families with 4 to 5 members",,"Hygiene Steam ,Inverter technology (DIT) ,5 Star Energy Rating , Ceramic Heater , Diamond Drum ,Eco Drum Clean ,Quick Wash ,Intensive Wash ,Delicate Wash ,Smart Check ,Delay End ,Child Lock ,LED Panel ","Samsung 6.0 Kg Inverter Fully-Automatic Front Loading Washing Machine (WW61R20EKMW/TL, White)","26,370.00",,"Brand,Samsung,Model,WW61R20EKMW/TL,Energy Efficiency,5 Star Rating,Capacity,6 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,Inverter,Colour,White,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Plastic,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 6.5 kg,Energy Rating: 5 Star,Warranty: 2 years on product, 5 years on motor,Fully-automatic washing machines,Capacity 6.5 kg: Suitable for families with 4 to 5 members,Special features: hexa Storm pulsator, magic filter, spin timer,Pulsator, air turbo, super dry, 3 wash programs, soak",5,,"Samsung 6.5 Kg Fully-Automatic Front Loading Washing Machine (WW65R20GLSW/TL, White)",,3.2,"Brand,Samsung,Model,WW65R20GLSW/TL,Energy Efficiency,5 Star Rating,Capacity,6.50 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Colour,Da White,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Plastic,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"10 years warranty on motor,Diamond drum, eco bubble, bubble soak, air wash, crystal gloss design and smart check,Digital inverter motor, eco drum clean, quick wash, ceramic heater, voltage control and silver body,Note: For all semi-automatic washing machines and refrigerators, installation is not provided by the manufacturer.",,"Ecobubble ,Bubble Soak ,Digital Inverter Technology ,Chemical Free Drum Sanitization ,15 Quick Wash ,Smart Check ","Samsung WD80J6410AS/TL Fully-automatic Front-loading Washing Machine (6 Kg, Silver)","59,100.00",,"Brand,Samsung,Model,WD80J6410AS/TL,Capacity,6 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,In built heater, Inverter,Colour,Silver,Control Console,Fully Automatic,Access Location,Front Load,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 6.5 kg,Warranty: 3 years on product, 10 years on motor,Fully-automatic front-loading washing machine,Capacity 6.5 kg: Suitable for families with 3 to 4 members,3 years comprehensive warranty and 10 years warranty on motor from Samsung,Special features: Easy iron, DIT motor, smart check, tempered glass window,For queries/assistance please contact the support No.: 1-800-726-7864,Maximum 1200 RPM, hygiene steam, eco bubble & bubble soak, eco drum clean, smart check, diamond drum, voltage control, ceramic heater, digital inverter motor (10yr warranty)",,,"Samsung 6.5 Kg Fully-Automatic Front Loading Washing Machine (WW65R22EK0S/TL, Silver)",,,"Brand,Samsung,Model,WW65R22EK0S/TL,Capacity,6.50 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Colour,Silver,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 7.0 kg capacity,Energy Rating: 5 Star,Warranty: 3 years on product, 12 years on motor,Fully-automatic: front load washing machines,Capacity 7.0 kg: Suitable for families with 4 to 5 members,Special features: digital inverter technology, wobble pulsator, magic filter, magic dispenser, eco tub clean, diamond drum",,,"Samsung 7.0 Kg Inverter Fully-Automatic Front Loading Washing Machine (WW71J42E0BX/TL, Silver)","37,880.00",,"Brand,Samsung,Model,WW71J42E0BX/TL,Energy Efficiency,5 Star Rating,Capacity,7 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,Inverter,Colour,Silver,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Plastic,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Semi-automatic top-loading washing machine; 8.0 kg,Energy Rating: 5 Star,Warranty: 2 years on product, 5 years on motor,Fully-automatic washing machines,Capacity 8.0 kg: Suitable for families with 4 to 5 members,2 years comprehensive warranty and 5 years warranty on motor from Samsung,Special features: hexa Storm pulsator, magic filter, spin timer,Pulsator, air turbo, super dry, 3 wash programs, soak",,,"Samsung 8.0 Kg Semi-Automatic 5 Star Top Loading Washing Machine (WT80R4200LG/TL, Light Grey, Royal Blue Lid (Transparent), Hexa Storm Pulsator)","14,000.00",,"Brand,Samsung,Model,WT80R4200LG/TL,Energy Efficiency,5 Star Rating,Capacity,8 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Magic Filter, Rust Proof Body,Colour,Light Grey,Control Console,Semi Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Plastic,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Semi-automatic top-loading washing machine; 6.5 kg,Energy Rating: 5 Star,Warranty: 2 years on product, 5 years on motor,Fully-automatic washing machines,Capacity 6.5 kg: Suitable for families with 4 to 5 members,2 years comprehensive warranty and 5 years warranty on motor from Samsung,Special features: hexa pulsator, magic filter, spin timer,Pulsator, air turbo, super dry, 3 wash programs, soak",,,"Samsung 6.5 Kg Semi-Automatic 5 Star Top Loading Washing Machine (WT65R2000HR/TL, Light Grey, Eve Flower Wine (Opaque), Double Storm Pulsator)","9,700.00",,"Brand,Samsung,Model,WT65R2000HR/TL,Energy Efficiency,5 Star Rating,Capacity,6.50 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Colour,Light Grey,Control Console,Semi Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Plastic,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic top-loading washing machine; 11 kg capacity,Energy Rating: 5 Star,Warranty: 3 years on product, 12 years on motor,Fully automatic: Washing machines,Capacity 11kg: Suitable for families with 4 to 5 members",,"Inverter technology (DIT) ,5 Star Energy Rating ,ActivWash+ ,Wobble Technology ,Diamond Drum ,Magic Dispenser , Magic Filter , Smart Check , Eco Tub Clean ,Quick Wash ,Delicate Wash ,Super Clean Wash ,Aqua Preserve ,Delay End ,Child Lock ","Samsung 11 Kg Inverter Fully-Automatic Top Loading Washing Machine (WA11J5751SP/TL, Silver)",,,"Brand,Samsung,Model,WA11J5751SP/TL,Energy Efficiency,5 Star Rating,Capacity,11 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Semi-automatic top-loading washing machine; 7.5 kg capacity,Warranty: 3 years on product, 10 years on motor,Suitable for families with 3 to 4 members,Special features: air wheel, magic filter,For queries/assistance please contact the support no: 1-800-726-7864",," Long-Lasting Durability  , Powerful Cleaning  , Powerful Filtration and Easy Cleaning  , Drying Faster  , Effective Stain Removal  ,Clear View ","Samsung 7.5 kg Semi-Automatic Top Loading Washing Machine (WT75M3200HB/TL, Light Grey)","11,900.00",,"Brand,Samsung,Model,WT75M3200HB/TL,Capacity,7.50 Kilograms,Maximum Rotational Speed,1300,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Magic Filter, Rust Proof Body,Colour,Light Grey,Control Console,Semi Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 Washing Machine, Hose Drain, Hose Inlet, Warranty Card and User Manual,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 6.5 kg,Warranty: 3 years on product, 10 years on motor,Fully-automatic front-loading washing machine,Capacity 6.5 kg: Suitable for families with 3 to 4 members,3 years comprehensive warranty and 10 years warranty on motor from Samsung,Special features: Easy iron, DIT motor, smart check, tempered glass window,For queries/assistance please contact the support No.: 1-800-726-7864,Maximum 1200 RPM, hygiene steam, diamond drum, voltage control, ceramic heater, digital inverter motor (10yr warranty), 12 wash cycles, my cycle, easy iron",,,"Samsung 6.5 Kg Fully-Automatic Front Loading Washing Machine (WW65R22EK0X/TL, Inox Grey)",,,"Brand,Samsung,Model,WW65R22EK0X/TL,Capacity,6.50 Kilograms,Maximum Rotational Speed,1200,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,In built heater,Colour,Inox Grey,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 6.5 kg,Warranty: 3 years on product, 10 years on motor,Fully-automatic front-loading washing machine,Capacity 6.5 kg: Suitable for families with 3 to 4 members,3 years comprehensive warranty and 10 years warranty on motor from Samsung,Special features: Easy iron, DIT motor, smart check, tempered glass window,For queries/assistance please contact the support No.: 1-800-726-7864,Maximum 1200 RPM, hygiene steam, diamond drum, voltage control, ceramic heater, digital inverter motor (10yr warranty), 12 wash cycles, my cycle, easy iron",,,"Samsung 6.5 Kg Fully-Automatic Front Loading Washing Machine (WW65R22EKSW/TL, White)","30,800.00",,"Brand,Samsung,Model,WW65R22EKSW/TL,Capacity,6.50 Kilograms,Maximum Rotational Speed,1200,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,In built heater,Colour,White,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Semi-automatic top-loading washing machine; 8.5 kg,Energy Rating: 5 Star,Warranty: 2 years on product, 5 years on motor,Fully-automatic washing machines,Capacity 8.5 kg: Suitable for families with 4 to 5 members,2 years comprehensive warranty and 5 years warranty on motor from Samsung,Special features: hexa Storm pulsator, magic filter, spin timer,Pulsator, air turbo, super dry, 3 wash programs, soak",,,"Samsung 8.5 Kg Semi-Automatic 5 Star Top Loading Washing Machine (WT85R4200RR/TL, Light Grey, Red Lid (Transparent), Hexa Storm Pulsator)","14,800.00",,"Brand,Samsung,Model,WT85R4200RR/TL,Energy Efficiency,5 Star Rating,Capacity,8.50 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Colour,Light Grey,Control Console,Semi Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Plastic,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic top-loading washing machine; 6.5 kg capacity,Energy Rating: 5 Star,Warranty: 3 years on product, 12 years on motor,Fully-automatic: top load washing machines,Capacity 6.5 kg: Suitable for families with 4 to 5 members,Special features: digital inverter technology, child lock, delay end, magic dispenser, eco tub clean",,"Inverter technology (DIT) ,5 Star Energy Rating ,Wobble Technology ,Diamond Drum ,Magic Dispenser , Magic Filter , Smart Check ,Monsoon Mode , Eco Tub Clean ,Quick Wash ,Intensive Wash ,Delicate Wash ,Super Clean Wash ,Aqua Preserve ,Delay End ,Child Lock ","Samsung 6.5 Kg Inverter Fully-Automatic Top Loading Washing Machine (WA65N4261SS/TL, Imperial Silver)",,,"Brand,Samsung,Model,WA65N4261SS/TL,Energy Efficiency,5 Star Rating,Capacity,6.50 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Imperial Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 6.5 kg,Warranty: 3 years on product, 10 years on motor,Fully-automatic front-loading washing machine,Capacity 6.5 kg: Suitable for families with 3 to 4 members,3 years comprehensive warranty and 10 years warranty on motor from Samsung,Special features: Easy iron, DIT motor, smart check, tempered glass window,For queries/assistance please contact the support No.: 1-800-726-7864,Maximum 1000 RPM, hygiene steam, diamond drum, voltage control, ceramic heater, digital inverter motor (10yr warranty), 10 cycles, White, touch panel, (disty & brandshop exclusive model)",,"Digital Inverter Technology ,Chemical Free Drum Sanitization ,15 Quick Wash ,Smart Check ","Samsung 6.5 Kg Fully-Automatic Front Loading Washing Machine (WW65R20GLMW/TL, White)","28,100.00",,"Brand,Samsung,Model,WW65R20GLMW/TL,Capacity,6.50 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,In built heater,Colour,White,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic top-loading washing machine; 6.5 kg capacity,Energy Rating: 5 Star,Warranty: 3 years on product, 12 years on motor,Fully-automatic: top load washing machines,Capacity 6.5 kg: Suitable for families with 4 to 5 members,Special features: digital inverter technology, child lock, delay end, magic dispenser, eco tub clean",,"Inverter technology (DIT) ,5 Star Energy Ratin ,Wobble Technology ,Diamond Drum , Magic Filter , Smart Check ,Monsoon Mode , Eco Tub Clean ,Quick Wash ,Intensive Wash ,Delicate Wash ,Super Clean Wash ,Aqua Preserve ,5 Water Level ,Delay End ,Child Lock ","Samsung 6.5 Kg Inverter Fully-Automatic Top Loading Washing Machine (WA65T4262VS/TL, Imperial Silver)",,,"Brand,Samsung,Model,WA65T4262VS/TL,Energy Efficiency,5 Star Rating,Capacity,6.50 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Imperial Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 7 kg capacity,Warranty: 3 years on product, 10 years on motor,Suitable for families with 3 to 4 members,Special features: bubble soak, bubble technology, easy iron, dit motor, smart check,For queries/assistance please contact the support no: 1-800-726-7864,Diamond drum",,"Intensive Stain Removal ,Works Smart. Stays Young ,Extraordinarily Beautiful Design ,Easy Troubleshooting ,Keep your Washer Fresh ,Save Time on Smaller Loads ,Gentle Fabric Care ,Hygienically Clean ,Cleans Away Detergent Residue ","Samsung 7 Kg Fully-Automatic Front Loading Washing Machine (WW70J42E0KW/TL, White)","37,100.00",,"Brand,Samsung,Model,WW70J42E0KW/TL,Capacity,7 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,In built heater,Colour,White,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 Washing Machine, Hose Drain, Hose Inlet, Warranty Card, User Manual, Shutter (Rat Mesh), Clip Ring and Screw Fitting,Batteries Included,No,Batteries Required,No, , "
"10 years warranty on motor,Diamond drum, eco bubble, bubble soak, air wash, crystal gloss design and smart check,Digital inverter motor, eco drum clean, quick wash, ceramic heater, voltage control and silver body,Note: For all semi-automatic washing machines and refrigerators, installation is not provided by the manufacturer.",,"Ecobubble ,Bubble Soak ,Digital Inverter Technology ,Chemical Free Drum Sanitization ,15 Quick Wash ,Smart Check ","Samsung WD80J6410AS/TL Fully-automatic Front-loading Washing Machine (6 Kg, Silver)","59,100.00",,"Brand,Samsung,Model,WD80J6410AS/TL,Capacity,6 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,In built heater, Inverter,Colour,Silver,Control Console,Fully Automatic,Access Location,Front Load,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 6 kg,Warranty: 3 years on product, 10 years on motor,Fully-automatic front-loading washing machine,Capacity 6.0 kg: Suitable for families with 3 to 4 members,3 years comprehensive warranty and 10 years warranty on motor from Samsung,Special features: Easy iron, DIT motor, smart check, tempered glass window,For queries/assistance please contact the support No.: 1-800-726-7864,Maximum 1000 RPM, hygiene steam, diamond drum, voltage control, ceramic heater, digital inverter motor (10yr warranty), 10 wash cycles, White, touch panel",,"Digital Inverter Technology ,Chemical Free Drum Sanitization ,15 Quick Wash ,Smart Check ","Samsung 6 Kg Fully-Automatic Front Loading Washing Machine (WW60R20GLMW/TL, White)","25,499.00",,"Brand,Samsung,Model,WW60R20GLMW/TL,Capacity,6 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,In built heater,Colour,White,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 6.5 kg,Warranty: 3 years on product, 10 years on motor,Fully-automatic front-loading washing machine,Capacity 6.5 kg: Suitable for families with 3 to 4 members,3 years comprehensive warranty and 10 years warranty on motor from Samsung,Special features: Easy iron, DIT motor, smart check, tempered glass window,For queries/assistance please contact the support No.: 1-800-726-7864,Maximum 1200 RPM, hygiene steam, diamond drum, voltage control, ceramic heater, digital inverter motor (10yr warranty), 12 wash cycles, my cycle, easy iron",,,"Samsung 6.5 Kg Fully-Automatic Front Loading Washing Machine (WW65R22EK0X/TL, Inox Grey)",,,"Brand,Samsung,Model,WW65R22EK0X/TL,Capacity,6.50 Kilograms,Maximum Rotational Speed,1200,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,In built heater,Colour,Inox Grey,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic top-loading washing machine,Capacity 6.2 kg: Suitable for bachelors and couples,Warranty: 3 years warranty on product and 10 years on motor,Special features: , Wobble pulsator, STS drum type, 7 wash programs, 5 water level, digital LED, tempered glass window, Magic filter, diamond drum, water fall, built-in sink, magic dispenser, child lock, power spin, auto restart, eco tub clean,Easy Returns: This product is eligible for full refund within 10 days of delivery in case of any product defects, damage or features not matching the description provided",,"Wobble Technology ,Tempered Glass Window ,Magic Filter ,Water Fall ,Air Turbo ,Diamond Drum ,Eco Tub Clean ","Samsung 6.2 kg Fully-Automatic Top Loading Washing Machine (WA62M4200HV/TL, Imperial Silver)","19,499.00",,"Brand,Samsung,Model,WA62M4200HV/TL,Capacity,6.20 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Colour,Imperial Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Wattage,330 Watts,Material,Steel,Included Components,Washing Machine, Hose Drain, Hose Inlet, Warranty Card, User Manual, Shutter (Rat Mesh), Clip Ring, Screw Fitting,Batteries Included,No,Batteries Required,No, , "
