highlights,no_ratings,prod_desc,product_name,product_price,product_rating,tech_details,brand
"Fully-automatic Top load washing machine: Best Wash Quality, Energy and Water efficient,Capacity 9.0 Kg: Suitable for large families,Energy rating 5: Best in class efficiency,Manufacturer warranty : 2 Years Comprehensive & 10 years on Motor *T&C,780 rpm: Higher spin speeds helps in faster drying,Wash program: Prewash + Normal/Tub Clean/Aqua Reserve/Turbo wash/ Gentle (Wool/Saree),Also included in the box: 1 Washing Machine, 1 Anti Rat cover, 1 Owner’s manual, 1 OT Hose, 1 Drain Hose, 1 QRG, 1 Detergent Powder(200gm Packet),Smart Inverter Technology: eliminates wasted operation by efficiently controlling energy use | Jet Spray+ hands free wash: No rubbing. No scrubbing,Spl. Features: Stainless Steel Inner Tub, Smart Closing Door, Smart Diagnosis, Punch+ 3 Pulsator,Fuzzy Logic Control, Digital Display,3 step wash, Air Dry, Health+Filter, Turbo Soak, Cold water inlet,Water level Selection up to 10, Memory Backup, Delay Start (3~18 Hr),Child Lock, Auto Balance System, Better Washing with LG Smart Motion & TurboDrum,Country of Origin: India",5.00,"Efficient Durable safe ,Most Powerful Washing ,Save Water & Time ,It's Rust Proof. It's Durable. ,Save Time & Money ,Safe. Smooth. Convenient. ,Fight Tough Stains ,For Hygienic Washing ,Keep Settings Safe ","LG 9.0 Kg 5 Star Smart Inverter Fully-Automatic Top Loading Washing Machine (T90SJSS1Z, Stainless Steel, TurboDrum)",27399.00,3.7,"Brand,LG,Model,T90SJSS1Z,Capacity,9 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Stainless,Control Console,Fully Automatic,Access Location,Top Load,Voltage,230 Volts,Material,Stainless-Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic top load washing machine: Best Wash Quality, Energy and Water efficient,Capacity 9.0 Kg: Suitable for large families,Energy rating 5: Best in class efficiency,Manufacturer warranty : 2 Years Comprehensive & 10 years on Motor T&C,780 rpm: Higher spin speeds helps in faster drying,Wash program: Prewash + Normal/Tub Clean/Aqua Reserve/Turbo wash/ Gentle (Wool/Saree),Also included in the box: 1 Washing Machine, 1 Anti Rat cover, 1 Owner’s manual, 1 OT Hose, 1 Drain Hose, 1 QRG, 1 Detergent Powder(200gm Packet),Smart Inverter Technology: eliminates wasted operation by efficiently controlling energy use I Jet Spray+ hands free wash: No rubbing. No scrubbing,Spl. Features: Stainless Steel Inner Tub, Smart Closing Door, Smart Diagnosis, Punch+ 3 Pulsator,Fuzzy Logic Control, Digital Display,3 step wash, Air Dry, Health+Filter, Turbo Soak,Cold water inlet, Water level Selection up to 10, Memory Backup, Delay Start (3~18 Hr),Child Lock, Auto Balance System, Better Washing with LG Smart Motion & TurboDrum,Country of Origin: India",22.00,"Efficient Durable safe ,Most Powerful Washing ,Save Water & Time ,It's Rust Proof. It's Durable. ,Save Time & Money ,Safe. Smooth. Convenient. ,Fight Tough Stains ,For Hygienic Washing ,Keep Settings Safe ","LG 9.0 Kg 5 Star Smart Inverter Fully-Automatic Top Loading Washing Machine (T90SJSF1Z, Middle Free Silver, Jet Spray+)",25495.00,3.8,"Brand,LG,Model,T90SJSF1Z,Capacity,9 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Mfs,Control Console,Fully Automatic,Access Location,Top Load,Voltage,230 Volts,Material,Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Required,No, , ",LG
"Fully-automatic Top load washing machine: Best Wash Quality, Energy and Water efficient,Capacity 10 Kg: Suitable for large families,Energy rating 5: Best in class efficiency,Manufacturer warranty : 2 Years Comprehensive & 10 years on Motor T&C,780 rpm: Higher spin speeds helps in faster drying,Wash programs: Prewash + Normal/Tub Clean/Aqua Reserve/Turbo wash/ Gentle (Wool/Saree),lso included in the box: 1 Washing Machine, 1 Anti Rat cover, 1 Owner’s manual, 1 OT Hose, 1 Drain Hose, 1 QRG, 1 Detergent Powder(200gm Packet),Spl. Features: Smart Inverter Technology: eliminates wasted operation by efficiently controlling energy use, Stainless Steel Inner Tub, Smart Closing Door, Smart Diagnosis, Punch+ 3 Pulsator, Fuzzy Logic Control, Digital Display, Cold water inlet,,Water level Selection up to 10, Memory Backup, Delay Start (3~18 Hr),Child Lock, Auto Balance System, Better Washing with LG Smart Motion & TurboDrum, Jet Spray+ hands free wash: No rubbing. No scrubbing,Country of Origin: India",6.00,"Efficient Durable safe ,Most Powerful Washing ,Save Water & Time ,It's Rust Proof. It's Durable. ,Save Time & Money ,Safe. Smooth. Convenient. ,Fight Tough Stains ,For Hygienic Washing ,Keep Settings Safe ","LG 10 Kg Inverter Fully-Automatic Top Loading Washing Machine (T10SJSF1Z, Free Silver)",29990.00,4.8,"Brand,LG,Model,T10SJSF1Z,Capacity,10 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Free Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic Top load washing machine: Best Wash Quality, Energy and Water efficient,Capacity 10 Kg: Suitable for large families,Energy rating 5: Best in class efficiency,Manufacturer warranty : 2 Years Comprehensive & 10 years on Motor T&C,780 rpm: Higher spin speeds helps in faster drying,Wash programs: Prewash + Normal/Tub Clean/Aqua Reserve/Turbo wash/ Gentle (Wool/Saree),Also included in the box: 1 Washing Machine, 1 Anti Rat cover, 1 Owner’s manual, 1 OT Hose, 1 Drain Hose, 1 QRG, 1 Detergent Powder(200gm Packet),Smart Inverter Technology: eliminates wasted operation by efficiently controlling energy use I Jet Spray+ hands free wash: No rubbing. No scrubbing.,Spl. Features: Stainless Steel Inner Tub, Smart Closing Door, Smart Diagnosis, Punch+ 3 Pulsator, Fuzzy Logic Control, Digital Display,3 step wash, Air Dry, Turbo Soak,Cold water inlet, Water level Selection up to 10, Memory Backup, Delay Start (3~18 Hr),Child Lock, Auto Balance System, Better Washing with LG Smart Motion & TurboDrum,Country of Origin: India",21.00,"Efficient Durable safe ,Most Powerful Washing ,Save Water & Time ,It's Rust Proof. It's Durable. ,Save Time & Money ,Safe. Smooth. Convenient. ,Fight Tough Stains ,For Hygienic Washing ,Keep Settings Safe ","LG 10 Kg Inverter Fully-Automatic Top Loading Washing Machine (T10SJSS1Z, Free Silver)",,4.4,"Brand,LG,Model,T10SJSS1Z,Capacity,10 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Free Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Included,No,Batteries Required,No, , ",LG
"Semi-automatic washing Machine: Economical, Low water and energy consumption, involves manual effort; Has both washing and drying functions,Capacity 7.0 kg (wash): Suitable for large families,Energy rating 4: High energy efficiency,Manufacturer Warranty: 2 Years Comprehensive & 5 years on Motor T&C,1350 RPM: higher spin speeds helps in faster drying,Wash Programs: Gentle, Normal & Strong,Also included in box: 1 Unit of Machine, 1 Unit of Drain Hose,1 unit of User Manual,1 Unit of QRG, 1 unit of Detergent Powder(200gm Packet),Special features : Spin tub capacity 5.5 kg, Normal pulsator, Rat away feature, Mech. Control method, Wash timer 15 minutes, Wind jet dry,Spin timer 5 minutes, Lint collector, Collar scrubber, Rust free plastic base, Spin shower,Country of Origin: India",186.00,"Lint Collector ,Collar Scrubber ,Spin Shower  ","LG 7 Kg 4 Star Semi-Automatic Top Loading Washing Machine (P7020NGAY, Dark Gray, Collar scrubber)",,4.2,"Brand,LG,Model,P7020NGAY,Capacity,7 Kilograms,Installation Type,Free Standing,	Part Number	,4376660806891,Form Factor,Top-Loading,Special Features,Lint collector, collar scrubber, Rust free body,Colour,Dark Grey,Control Console,Semi Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Plastic,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit Inlet hose,  1 unit of QRG, 1 unit of user manual & 1 Unit Detergent Powder (200gm packet), Safety cover,Batteries Included,No,Batteries Required,No, , ",LG
"Semi-automatic washing Machine: Economical, Low water and energy consumption, involves manual effort; Has both washing and drying functions,Capacity 7.0 kg (wash): Suitable for large families,Manufacturer Warranty: 2 Years Comprehensive,1350 RPM: higher spin speeds helps in faster drying,Wash Programs: Gentle, Normal & Strong,Also included in box: 1 Unit of Machine, 1 Unit of Drain Hose,1 unit of User Manual,1 Unit of QRG, 1 unit of Detergent Powder(200gm Packet),Special features: Electro Mechanical Control System, Lint Collector, Collar Cleaner, Water Level Selector, Spin Window, Cold Water Inlet, unidirectional wheels, Anti Vibration Rubber, Spin Shower, Wash Window, Rust Free Plastic Base , wind jet dry,Country of Origin: India",225.00,"Better Washing Experience ,Rats! No Way! ,Let Out Tough Dirt ,For Dry Clothes ,Wash it yout way ","LG 7 kg Semi-Automatic Top Loading Washing Machine (P7010RRAA, Burgundy)",,4.2,"Brand,LG,Model,P7010RRAA,Capacity,7 Kilograms,Installation Type,Free Standing,	Part Number	,4376660808352,Form Factor,Top-Loading,Special Features,Lint collector, collar scrubber, Rust free body,Colour,Burgundy,Control Console,Semi Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Plastic,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit Inlet hose,  1 unit of QRG, 1 unit of user manual & 1 Unit Detergent Powder (200gm packet), Safety cover,Batteries Required,No, , ",LG
"Semi-automatic washing Machine: Economical, Low water and energy consumption, involves manual effort; has both washing and drying functions,Capacity 7.5 kg (wash): Suitable for families with 3 to 4 members,Energy rating 5 Star,Manufacturer Warranty: 2 Years Comprehensive & 5 years on Motor T&C,1350 RPM: higher spin speeds helps in faster drying,Wash Programs: Gentle, Normal, Strong and Soak,Also included in box: 1 Unit of Machine, 1 Unit of Drain Hose, 1 unit of User Manual, 1unit QRG & 1 Unit Detergent Powder (200gm packet),Special features: Spin tub capacity 6.0 kg, Roller Jet Pulsator, Rat away feature, Mechanical control method, Wash Timer 15 minutes, Wind jet dry, Spin Timer 10 minutes, Soak 20 minutes,Water fall, Water level selector, Anti vibration rubber, Lint Collector, Unidirectional wheels, Magic Wheels, Collar scrubber, Wash window, Spin Window, Rust Free Plastic Base, Spin Shower,Country of Origin: India",518.00,"Better Washing Experience ,Rats! No Way! ,Let Out Tough Dirt ,For Dry Clothes ,Wash it yout way ,Easy Mobility ","LG 7.5 Kg 5 Star Semi-Automatic Top Loading Washing Machine (P7535SMMZ, Mauve)",12250.00,4.4,"Brand,LG,Model,P7535SMMZ,Capacity,7.50 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Lint collector, collar scrubber, Rust free body,Colour,Mauve,Control Console,Semi Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Plastic,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Included,No,Batteries Required,No, , ",LG
"Semi-automatic washing Machine: Economical, Low water and energy consumption, involves manual effort; Has both washing and drying functions,Capacity 8 kg (wash): Suitable for large families and also have 6 kg capacity for spin tub,Energy rating 5: Best in class efficiency,Manufacturer Warranty: 2 Years Comprehensive & 5 years on Motor T&C,1350 RPM: higher spin speeds helps in faster drying,Wash Programs: Gentle, Normal, Strong andSoak,Also included in box: 1 Unit of Machine, 1 Unit of Drain Hose,1 unit of User Manual,1 Unit of QRG, 1 unit of Detergent Powder(200gm Packet),Special features : Rat away feature; Electro Mech. Control method, auto restart, wash timer 15 minutes, wind jet dry, spin timer 10 minutes, soak 25 minutes,water fall, water level selector, buzzer, lint collector, unidirectional wheel, collar scrubber, wash/spin window, rust free plastic base,Country of Origin: India",161.00,"Better Washing Experience ,Rats! No Way! ,Let Out Tough Dirt ,For Dry Clothes ,Wash it yout way ,Easy Mobility ,Wash Leftover Soap ,Save Time & Water ,All-Clear Pipes ","LG 8 Kg Semi-Automatic Top Loading Washing Machine (P8035SRMZ, Burgundy)",13546.00,4.3,"Brand,LG,Model,P8035SRMZ,Capacity,8 Kilograms,Installation Type,Free Standing,	Part Number	,4376660808338,Form Factor,Top-Loading,Special Features,Lint collector, collar scrubber, Rust free body,Colour,Burgundy,Control Console,Semi Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Plastic,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit Inlet hose,  1 unit of QRG, 1 unit of user manual & 1 Unit Detergent Powder (200gm packet), Safety cover,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic top-loading washing machine; 12.0 kg,Warranty: 2 years on product, 10 years on motor,Hedd technology,Turbo wash,Steam,Wi-fi,Full stainless steel tub & pulsator,10 years warranty on motor,Country of Origin: Thailand",4.00,"Tough on Tough Stains ,No Belt & Pulley involved ,Operate from Anywhere ,It's Rust Proof. It's Durable. ,Save Time & Money ,Safe. Smooth. Convenient. ,Germ Free- Allergen Free ,For Hygienic Washing ,Keep Settings Safe ,Start from where it stopped ,Save Water & Time  ","LG 12.0 Kg Inverter Wi-Fi Fully-Automatic Top Loading Washing Machine (THD12STB, Black Stainless Steel)",39590.00,,"Brand,LG,Model,THD12STB,Capacity,12 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Wi-fi, In built heater, Inverter,Colour,Black Stainless Steel,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic top-loading washing machine; 7.0 kg,Warranty: 2 years on product, 10 years on motor,Smart inverter technology,5 Star Rating,Jet spray+,3 smart motion,Turbodrum,Smart diagnosis,Country of Origin: India",15.00,"Efficient Durable safe ,Most Powerful Washing ,Save Water & Time ,It's Rust Proof. It's Durable. ,Save Time & Money ,Safe. Smooth. Convenient. ,Fight Tough Stains ,For Hygienic Washing ,Keep Settings Safe ","LG 7.0 Kg Inverter Fully-Automatic Top Loading Washing Machine (T70SJDR1Z, Red Floral)",24490.00,4,"Brand,LG,Model,T70SJDR1Z,Capacity,7 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Red Floral,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic top-loading washing machine; 8.0 kg,Warranty: 2 years on product, 10 years on motor,Smart inverter technology,5 Star Rating,Jet spray+,3 smart motion,Turbodrum,Smart diagnosis,Country of Origin: India",12.00,"Efficient Durable safe ,Most Powerful Washing ,Save Water & Time ,It's Rust Proof. It's Durable. ,Save Time & Money ,Safe. Smooth. Convenient. ,Fight Tough Stains ,For Hygienic Washing ,Keep Settings Safe ","LG 8.0 Kg Inverter Fully-Automatic Top Loading Washing Machine (T80SJBK1Z, Black Knight)",26490.00,4.3,"Brand,LG,Model,T80SJBK1Z,Capacity,8 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Black Knight,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic top-loading washing machine; 7.0 kg,Warranty: 2 years on product, 10 years on motor,Smart inverter technology,5 Star Rating,Jet spray+,3 smart motion,Turbodrum,Smart diagnosis,Country of Origin: India",7.00,"Efficient Durable safe ,Most Powerful Washing ,Save Water & Time ,It's Rust Proof. It's Durable. ,Save Time & Money ,Safe. Smooth. Convenient. ,Fight Tough Stains ,For Hygienic Washing ,Keep Settings Safe ","LG 7.0 Kg Inverter Fully-Automatic Top Loading Washing Machine (T70SJBK1Z, Black Knight)",23980.00,3.9,"Brand,LG,Model,T70SJBK1Z,Capacity,7 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Black Knight,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic top-loading washing machine; 7.0 kg,Warranty: 2 years on product, 10 years on motor,Smart inverter technology,5 Star Rating,Jet spray+,3 smart motion,Turbodrum,Smart diagnosis,Country of Origin: India",29.00,"Efficient Durable safe ,Most Powerful Washing ,Save Water & Time ,It's Rust Proof. It's Durable. ,Save Time & Money ,Safe. Smooth. Convenient. ,Fight Tough Stains ,For Hygienic Washing ,Keep Settings Safe ","LG 7.0 Kg Inverter Fully-Automatic 5 Star Top Loading Washing Machine (T70SJFS1Z, Free Silver)",23750.00,4.4,"Brand,LG,Model,T70SJFS1Z,Capacity,7 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Free Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Included,No,Batteries Required,No, , ",LG
"Semi-automatic washing Machine: Economical, Low water and energy consumption, involves manual effort; Has both washing and drying functions,Energy rating 5 Star: Best in energy efficiency,Manufacturer Warranty: 2 Years Comprehensive & 5 years on Motor T&C,1350 RPM: higher spin speeds helps in faster drying,Wash Programs: Gentle, Normal, Strong & Soak,Also included in box: 1 Unit of Machine, 1 Unit of Drain Hose,1 unit of User Manual,1 Unit of QRG, 1 unit of Detergent Powder(200gm Packet),Special features: Mechanical Control Method, Rat away feature, Wash Timer 15 minutes, Wind Jet Dry, Spin Timer 15 minutes, Soak 20 minutes, Water fall, Water Level Selector, Anti Vibration Rubber,Lint Collector, Magic wheels, Collar Scrubber, Wash Window, Spin Window, Rust Free Plastic Base, Spin Shower,Country of Origin: India",82.00,"Better Washing Experience ,Rats! No Way! ,Let Out Tough Dirt ,For Dry Clothes ,Wash it yout way ,Easy Mobility ","LG 7.5 Kg 5 Star Semi-Automatic Top Loading Washing Machine (P7535SBMZ, Dark Blue)",12490.00,4.3,"Brand,LG,Model,P7535SBMZ,Capacity,7.50 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Lint collector, collar scrubber, Rust free body,Colour,Dark Blue,Control Console,Semi Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Plastic,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit Inlet hose,  1 unit of QRG, 1 unit of user manual & 1 Unit Detergent Powder (200gm packet), Safety cover,Batteries Included,No,Batteries Required,No, , ",LG
"Semi-automatic washing Machine: Economical, Low water and energy consumption, involves manual effort; has both washing and drying functions,Capacity 11.0 kg (wash): Suitable for large families,Energy rating 5 Star,Manufacturer Warranty: 2 Years Comprehensive & 5 years on Motor T&C,1350 RPM: higher spin speeds helps in faster drying,Wash Programs: Gentle, Normal, Strong and Soak,Also included in box: 1 Unit of Machine, 1 Unit of Drain Hose, 1 unit of User Manual, 1unit QRG & 1 Unit Detergent Powder (200gm packet),Special features: Spin tub capacity 8.0 kg, Roller Jet Pulsator, Rat away feature, Electro. Mechanical control method, Auto Restart, Wash Timer 15 minutes, Wind jet dry, Spin Timer 5 minutes, Soak 25 minutes, Water level selector,Punch + 3, Anti vibration rubber, Lint Collector, Unidirectional wheels, Collar scrubber, Wash window, Spin Window, Rust Free Plastic Base, Spin Shower,Country of Origin: India",39.00,"Better Washing Experience ,Rats! No Way! ,Let Out Tough Dirt ,For Dry Clothes ,Wash it yout way ","LG 11 kg 5 Star Semi-Automatic Top Loading Washing Machine (P1145SRAZ, Burgundy)",16490.00,4,"Brand,LG,Model,P1145SRAZ,Capacity,11 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Lint collector, collar scrubber, Rust free body,Colour,Burgundy,Control Console,Semi Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Plastic,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit Inlet hose,  1 unit of QRG, 1 unit of user manual & 1 Unit Detergent Powder (200gm packet), Safety cover,Batteries Included,No,Batteries Required,No, , ",LG
"Semi-automatic washing Machine: Economical, Low water and energy consumption, involves manual effort; has both washing and drying functions,Capacity 9.0 kg (wash): Suitable for large families,Energy rating 5 Star,Manufacturer Warranty: 2 Years Comprehensive & 5 years on Motor T&C,1350 RPM: higher spin speeds helps in faster drying,Wash Programs: Gentle, Normal and Strong,Also included in box: 1 Unit of Machine, 1 Unit of Drain Hose, 1 unit of User Manual, 1unit QRG & 1 Unit Detergent Powder (200gm packet),Special features : Spin tub capacity 6.5 kg, Roller Jet Pulsator, Rat away feature, Mech. Control method, wash timer 15 minutes, spin timer 5 minutes, Water level selector, lint collector, unidirectional wheel, Collar scrubber, Rust free plastic base, Spin shower,Country of Origin: India",130.00,"Better Washing Experience ,Rats! No Way! ,Let Out Tough Dirt ,For Dry Clothes ,Wash it yout way ","LG 9 kg 5 Star Semi-Automatic Top Loading Washing Machine (P9040RGAZ, Grey)",13980.00,4,"Brand,LG,Model,P9040RGAZ,Capacity,9 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Lint collector, collar scrubber, Rust free body,Colour,Grey,Control Console,Semi Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Plastic,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit Inlet hose,  1 unit of QRG, 1 unit of user manual & 1 Unit Detergent Powder (200gm packet), Safety cover,Batteries Included,No,Batteries Required,No, , ",LG
"Fully-automatic top-loading washing machine; 8.0 kg,Warranty: 2 years on product, 10 years on motor,Smart inverter technology,5 Star Rating,Jet spray+,3 smart motion,Turbodrum,Smart diagnosis,Country of Origin: India",28.00,"Efficient Durable safe ,Most Powerful Washing ,Save Water & Time ,It's Rust Proof. It's Durable. ,Save Time & Money ,Safe. Smooth. Convenient. ,Fight Tough Stains ,For Hygienic Washing ,Keep Settings Safe ","LG 8.0 Kg Inverter Fully-Automatic Top Loading Washing Machine (T80SJFS1Z, Free Silver)",23490.00,4.7,"Brand,LG,Model,T80SJFS1Z,Capacity,8 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Free Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Included,No,Batteries Required,No, , ",LG
"Semi-automatic washing Machine: Economical, Low water and energy consumption, involves manual effort; Has both washing and drying functions,Capacity 7.0 kg (wash): Suitable for large families,Energy rating 4: High energy efficiency,Manufacturer Warranty: 2 Years Comprehensive & 5 years on Motor T&C,1350 RPM: higher spin speeds helps in faster drying,Wash Programs: Gentle, Normal, Strong and Soak,Also included in box: 1 Unit of Machine, 1 Unit of Drain Hose,1 unit of User Manual, 1unit QRG & 1 Unit Detergent Powder (200gm packet),Special features : Spin tub capacity 5.5 kg, Roller Jet Pulsator, Rat away feature, Mech. Control method, wash timer 15 minutes, wind jet dry, spin timer 5 minutes,,Soak 20 minutes, lint collector, unidirectional wheel, Wash window, Collar scrubber, Spin window, Rust free plastic base, Spin shower,Country of Origin: India",499.00,"Better Washing Experience ,Rats! No Way! ,Let Out Tough Dirt ,For Dry Clothes ,Wash it yout way ","LG 7 kg 4 Star Semi-Automatic Top Loading Washing Machine (P7015SRAY, Burgundy, Collar Scrubber)",11380.00,4.3,"Brand,LG,Model,P7015SRAY,Capacity,7 Kilograms,Installation Type,Free Standing,	Part Number	,4376660808338,Form Factor,Top-Loading,Special Features,Lint collector, collar scrubber, Rust free body,Colour,Burgundy,Control Console,Semi Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Plastic,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit Inlet hose,  1 unit of QRG, 1 unit of user manual & 1 Unit Detergent Powder (200gm packet), Safety cover,Batteries Required,No, , ",LG
"Fully-automatic top-loading washing machine; 11.0 kg,Warranty: 2 years on product, 10 years on motor,Hedd technology,Turbo wash,Steam,Wi-fi,Full stainless steel tub & pulsator,10 years warranty on motor,Country of Origin: Thailand",18.00,"Tough on Tough Stains ,No Belt & Pulley involved ,Operate from Anywhere ,It's Rust Proof. It's Durable. ,Save Time & Money ,Safe. Smooth. Convenient. ,Germ Free- Allergen Free ,For Hygienic Washing ,Keep Settings Safe ,Start from where it stopped ,Save Water & Time  ","LG 11.0 Kg Inverter Wi-Fi Fully-Automatic Top Loading Washing Machine (THD11STB, Black Stainless Steel)",38590.00,3.8,"Brand,LG,Model,THD11STB,Capacity,11 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Wi-fi, In built heater, Inverter,Colour,Black Stainless Steel,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit of QRG, 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Batteries Required,No, , ",LG
"Semi-automatic washing Machine: Economical, Low water and energy consumption, involves manual effort; has both washing and drying functions,Capacity 10.0 kg (wash): Suitable for large families,Energy rating 5 Star,Manufacturer Warranty: 2 Years Comprehensive & 5 years on Motor T&C,1350 RPM: higher spin speeds helps in faster drying,Wash Programs: Gentle, Normal, Strong and Soak,Also included in box: 1 Unit of Machine, 1 Unit of Drain Hose, 1 unit of User Manual, 1unit QRG & 1 Unit Detergent Powder (200gm packet),Special features: Spin tub capacity 8.0 kg, Roller Jet Pulsator, Rat away feature, Electro mechanical control method, Auto restart, Wash Timer 15 minutes, Wind jet dry, Spin Timer 5 minutes, Soak 25 minutes,,Punch + 3, Water level selector, Lint Collector, Unidirectional wheels, Collar scrubber, Wash window, Spin Window, Rust Free Plastic Base , Spin Shower,Country of Origin: India",77.00,"Better Washing Experience ,Rats! No Way! ,Let Out Tough Dirt ,For Dry Clothes ,Wash it yout way ","LG 10 kg 5 Star Semi-Automatic Top Loading Washing Machine (P1045SGAZ, Grey)",,4.2,"Brand,LG,Model,P1045SGAZ,Capacity,10 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Lint collector, collar scrubber, Rust free body,Colour,Grey,Control Console,Semi Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Plastic,Included Components,1 unit of machine, 1 unit of drain hose, 1 unit Inlet hose,  1 unit of QRG, 1 unit of user manual & 1 Unit Detergent Powder (200gm packet), Safety cover,Batteries Included,No,Batteries Required,No, , ",LG
