Rating,Date,Title,Review
1.0,15 July 2020,Too much lint,This rating is only for samsung services. I am try to request them for installation of Washing machine but they are not interested to serve us. I have purchase a washing machine but due to bad service of samsung it become a showpiece now.
1.0,15 July 2020,Water inlet size,I received a damaged product. Please deliver a proper product.
5.0,15 July 2020,Bad service of samsung,Even though all my life have been using a front loadFind it much bettrFind the clothes r much cleaner
3.0,15 July 2020,Damaged product received,Disappointed the moment we unpacked the package. Body of the machine is cheap quality it can easily broken. So much of Lints coming.Child lock is not working properly.In case of power shutdown it’s starting again from the beginning instead of resume where it was stopped.Extend pipe is very small in size.My mom is using  LG 6.5kg rs. 16k washing machine which is far better than this.Spend extra 3k to get that instead of this.Only design of this product is good
5.0,17 July 2020,One of the best automatic washing machine in this price range,Value for money
4.0,17 July 2020,Damaged front,Value for money product
5.0,16 July 2020,Good performance,Great washing machine at this price range with brand name like samsung..
5.0,16 July 2020,Good,"Very good, small size however does your laundry"
4.0,16 July 2020,Nice,Nice
4.0,16 July 2020,Amazing Service from Amazon and Samsung for installation,"Some more features were needed,Overall good product."
4.0,16 July 2020,Nice,There is no warranty card for my product
5.0,15 July 2020,Good product.,Easy to use
4.0,15 July 2020,Warranty card,Very nice product
5.0,15 July 2020,Nice product,I am writing after 15 days use. Its nice machine and value for money. Recomend for top load
5.0,14 July 2020,One of the best automatic washing machine in this price range,Things that need to be improved * The timer is not accurate * Alarm sound is very low
4.0,14 July 2020,Damaged front,nice product
5.0,13 July 2020,Good Product by Samsung though few thing need to be improved,I'm very happy. Best budget fully automated washing machine.
5.0,13 July 2020,good one,Easy to operate and negligible vibration even in spin mode if kept directly on floor. Avoid stand if possible otherwise there may be vibration issues. Quality of wash is also satisfactory.
5.0,13 July 2020,Best budget fully automated washing machine,It’s fantastic
5.0,13 July 2020,Smooth Operation,It's good
4.0,13 July 2020,Superb,Good
5.0,13 July 2020,Buy it,very nice washing of clothes
1.0,13 July 2020,Value for money,Called Samsung service centre several times and still demo/installation not done. Worst service from Samsung brand
5.0,13 July 2020,very nice washing.,Everything is good about this machine but only two things bothers me - 1. the tub size which I had asked to change but since Amazon updated their return policy so I am stuck with this small tub size.They can only replace that too in the same model n size.2. Dry cycle : This is not as expected. The clothes still remain in damp state. Not that much drying as it was in the 7.5 kg machine that I used earlier.Don’t know if this is becoz of tub or what but the clothes only get 30% dry
1.0,15 July 2020,One of the best automatic washing machine in this price range,received damaged product didn't acpect this from amazon.Dented from two sides.Returning
5.0,15 July 2020,Damaged front,Good
5.0,15 July 2020,damaged from two sides,Received in excellent condition 👍
5.0,14 July 2020,Nice,Excellent machine
5.0,14 July 2020,Good machine,Value for the money and good product
3.0,14 July 2020,Excellent,At first use it was quite good let's see for some more days ....Will write a breif review after some days ....
4.0,14 July 2020,Value for money,"Good Value for money product. Just the fact that, we cannot choose the number of times you need to rinse the clothes. While the competitor brands comes with that facility."
3.0,14 July 2020,Pretty good,"Good brand and washing capacity. Problem is metal body which can be rust if water get spilled. Parts are very delicate. Glass lid is not automatic, need to close closely"
5.0,14 July 2020,Value for Money,PRICING & FEATURES
4.0,14 July 2020,Think before you go for it,"Very good product at this price. Features are more than enough for daily uses, no need to pay double for some extra features which not required on daily basis. for a family of 3-4 people this product is best."
5.0,9 July 2020,One of the best automatic washing machine in this price range,"Excellent customer service from Amazon , machine is value for money."
5.0,8 July 2020,Damaged front,It is too early to write anything negative...So far it is just good..
4.0,8 July 2020,Value for money,"Easy to use, suitable for small family of 4."
5.0,8 July 2020,Easy to operate,Works like a charm (touchwood)
5.0,8 July 2020,Nice Product.,Awesome product
4.0,8 July 2020,it's a blessing,Good product with small budget
5.0,8 July 2020,Nice product,All good.
5.0,8 July 2020,Good,Budget friendly
4.0,8 July 2020,Best model,Nice!
4.0,8 July 2020,Great product,"Every thing is good, But need to improve on way of delivery. As local Couriers doesn’t have enough manpower. I have to involve during the delivery at home."
1.0,13 July 2020,One of the best automatic washing machine in this price range,Pathetic washing machine pls don’t buy.. it makes lotta noise
4.0,13 July 2020,Damaged front,Good. U can buy.
5.0,12 July 2020,Pathetic washing machine,"It's nice , expectations is over ."
5.0,12 July 2020,Good. U can buy.,Value for money
5.0,12 July 2020,Nice recommend,Product is awesome. Delivery and installation on the time.
5.0,11 July 2020,👍🏻,"If you're considering to buy a New washing machine or want to upgrade to fully automatic top load then this is for you.Installation happened next day,the person was professional.The Amazon delivery people were also professional.The colour is so good....You may also need a stand And a washing machine cover...but that's optional...It's very easy to use..."
1.0,11 July 2020,Good service by Amazon,The machine has already started giving me issue. The rinse feature stopped working
5.0,11 July 2020,Go for it,Nice product
5.0,11 July 2020,Machine stopped working,good product
5.0,11 July 2020,Good product,Value for money
5.0,6 July 2020,One of the best automatic washing machine in this price range,"The one thing I did not like about this machine was the fact I don't get an option to select less water consumption than it already provides in its settings of 1 to 7. But everything else is as Good as 1-2-3!! Very easy to navigate yourself even if your tech dumb! Worth the money if you're getting this for 13-14k. Oh yeah, if they did provide a cover free of cost, it would have been great!"
1.0,6 July 2020,Damaged front,Damage machine received... Dent on the right side of the machine and also one stand missing..
5.0,6 July 2020,Excellent Product. Must buy for all households.,"Excellent product, hasn't given a peep in one year, which is great."
5.0,5 July 2020,Damage machine received,Value for money
5.0,5 July 2020,"Been using it for one year, no complaints",The best!!!!
5.0,5 July 2020,Value for money,Good product
5.0,5 July 2020,Very good,Overall good product
1.0,5 July 2020,Good product,Got damage product and no response from amazon yet tried calling so many times
5.0,5 July 2020,Value for money,"A Top Load Automatic Washing Machine at 12K bucks is a deal breaker for me when the company is samsung.An Advice : Please take out machine from thermacol Sheet fixed down or it will damage the iron sheet holding machine's motor.It won't rotate right if you dont remove , it will make hell lot of noise"
5.0,5 July 2020,Damage machine,Very good WM. But no one came or called  for assembly after delivery. We had to fit it on our own.
5.0,11 July 2020,One of the best automatic washing machine in this price range,Nice working
5.0,10 July 2020,Damaged front,Nice washing machine..must buy
4.0,10 July 2020,Best machine,Nice
5.0,10 July 2020,Nice featured machine,it is enough for good washing. Value for money. Bought one month back. No complaints. My friend also bought the same and working fine. Best for 3 to 4 members in very less cost.
4.0,10 July 2020,Nice volue of money,"Efficient and value for money! The brand says it all! Delivery was given during lockdown, so the safety precautions were taken by the delivery person!"
5.0,10 July 2020,value for money,Reasonbale options cover all required  usablities
5.0,10 July 2020,Reliable Product,"We had a washerman engaged for washing clothes, but owing to the pandemic had to do it on our own. Having had a very bad experience with the earlier washing machine, I was very sceptical to buy a washing machine -and therefore wanted to test this with a low cost machine. I'm very happy with the performance of this machine. It's easy to use, install. It's ideal for a family of 3 to 4.  Some users complain about vibration of the machine, not me. I think that's inevitable, and within tolerable limits."
1.0,10 July 2020,Nice suggested strong buy,Please don't buy things from Amazon...Product are not original..I got delivered with duplicate defective product twice
5.0,10 July 2020,Very Satisfied,Working condition super.....
5.0,10 July 2020,Worst products,"We were been using IFB front load for past 10 years now and now switched to this, I must say this is an excellent machine at less than half the pricePros:1. Silent operation2. Super easy to use (Even for my mother)3. Doesn't require any descal powder for maintenance unlike so many other machines in market like IFB4. The technician told us we just need to put one glass vinegar for auto tub clean every 6 months5. Before starting the cycle, the drum rotates for few seconds to determine the load and then selects the water level (1-5) automatically6. A top load without agitator and hence gentle on clothes7. Standard drying time is 9 minutes and monsoon mode with 15 minutes and 30 minutes extension are super8. Same day installation by the technician9. Very helpful customer support on phoneCons:1. Machine has a magic filter inside which the technician told us needs to be cleaned everytime after use (This is little disappointing)2. The place to out fabric softener on the top edge of the drum which goes behind the body sometimes and then we have to rotate it to put it"
5.0,3 July 2020,One of the best automatic washing machine in this price range,Very easy to use
4.0,3 July 2020,Damaged front,Nice product and deleverd next day installed service agent
1.0,3 July 2020,Even my old parents found it user friendly,Defective product...the installation engineer found balancer disconnected on inspection...please replaced the machine
4.0,3 July 2020,Good,Recommended to buy
1.0,3 July 2020,Replacement needed,"After five months of usage the machine have started behaving abnormal.  The settings changes happen automatically, machine starts making lot of noise while spinning and even moves dangerously."
5.0,3 July 2020,Good product,Good product
2.0,3 July 2020,Bad Choice.,Damaged product delivery
1.0,2 July 2020,Handy washing machine,Within 1 month it start working..
5.0,2 July 2020,Damaged,"Good product value for money better than ifb, lg"
5.0,2 July 2020,Never recommend,Awesome product...Problem with drying
5.0,10 July 2020,One of the best automatic washing machine in this price range,V good
1.0,9 July 2020,Damaged front,Defective washing machine was delivered. Return has not been arranged yet even after 5 reminders.Awful experience.
3.0,9 July 2020,V. Good,Got defective piece
5.0,9 July 2020,Defective Product Delivered; Return delayed,easy to use
1.0,9 July 2020,Got defective piece,"This product damaged & this time engineer not to install,am not a satisfying customer please help me nor tweet and compilation."
5.0,9 July 2020,nice product in its price range,One of the great products I got from Amazon..this is the first ever time I got a top load washing machine ..I have always been using  front load washing machine..was so apprehensive to buy this one..But no regrets. I have been using this for the past 1 month .so far I have not faced any issues..Ease in usage ..Value for.money ..will edit and update the review after 1 more month
5.0,9 July 2020,Damaged products and 22 Jun to till date not install.,Very easy and convenient to use.Just there was a difference in colour what we saw and what we received.
4.0,9 July 2020,Great product from Samsung ..,Very good product
5.0,9 July 2020,Value for money,Best machine for family of 4
5.0,9 July 2020,Very good,"Its very easy to use and with monsoon option for extra dry, clothes are almost in ready to wear condition.Its doing the job perfectly , clothes are super clean and with no wrinkles :)And it provides the inlet outlet pipe so no required for extra installation and one can easily install it without plumber."
4.0,8 July 2020,One of the best automatic washing machine in this price range,Very good and satisfied. I bought this for my parents who need simple product to use and this is easy to operate for them. Only drawback is it uses too much water which is expected in top loading machines.But so far we used for 4 cycles and it works perfect. I like it better than my front loading machine for its simplicity and less space occupied.
4.0,7 July 2020,Damaged front,Happy with this product
5.0,7 July 2020,Very good and simple to use.,Best machine within this price
1.0,7 July 2020,I am great full,Worst service...Samsung service centre not responding for installation. Don’t purchase...
4.0,7 July 2020,Amazing,Plz let me know how will I get extended warranty confirmations I have already selected but there is no conformations yet
3.0,7 July 2020,Don’t purchase Samsung products..,Product quality is ok but working good
5.0,6 July 2020,Extended warranty confirmationd,Thankyou amazon and samsung for making my mumma’s wish true.Nice product with nice delivery time duration .
1.0,6 July 2020,Ok body material not so much good,"PPL LIVING IN MYSORE DO NOT BUY HOUSEHOLD PRODUCTS THROUGH AMAZON , BCOS THEY DONT HAVE GOOD DELIVERY AGENT IN AND AROUND DISTRICT , and WHEN I CALLED AMAZON THEY ARE BLANK AND PACIFIED BUT ITS FAILED , I RECD IN WORST PACKAGING , DRENCHED IN RAIN WATER , DUST AND CONTAMINATION, HARD EARNED MONEY DOES HAVE ZERO VALUE . PLS DO NOT BUY ANY HOUSE HOLD THROUGH AMAZON THOSE LIVE IN CHENNAPATNA,MADDUR, MANDYA AND MYSORE . GOD BLESS AMAZON AND DELIVERY AGENT DELIVERED THE PRODUCT AFTER 3 days FOLLOW UP AND WITH SUCH WORST CONDITIONS"
4.0,6 July 2020,Worthy,It's your second wife
5.0,6 July 2020,AMAZON FAILED WITH CUSTOMER AND DELIVERY AGENT,Good product value for money.Fast delivery
5.0,30 June 2020,One of the best automatic washing machine in this price range,"Easy to use, efficient and good for medium size families."
5.0,30 June 2020,Damaged front,Meet the expectations
5.0,30 June 2020,Samsung 6.2 ltr,"I bought this machine with some hesitation, by seeing the mixed reviews obviously. But, before buying one should be clear of the requirements. If you want a simple, fully automatic, silent and cheap machine from a trusted brand, then definitely this is your buy.It performs the tasks well, sufficient for a family of 3-4(moderate use) and the best part is the cost effectiveness. I did apply another logic that, even if the machine is there with me for 5 years, the price is quite low to buy another after 5 years , so guys don't wait and stop searching."
5.0,29 June 2020,Value for money,Very helpful and good quality.My aunt has been using it for almost 9-10 months and pretty happy with the purchase.
5.0,29 June 2020,Research ends with this,Good one
4.0,29 June 2020,Worth it,I like the easiness of washing cloths.
5.0,29 June 2020,Received Good Condition,Indeed till now it's working great.
4.0,28 June 2020,It works great,Easy to use . worth buying the product
5.0,28 June 2020,Awesome product,Wow excellent product
5.0,28 June 2020,Good,Very nice product
5.0,5 July 2020,One of the best automatic washing machine in this price range,Good Product. Value for Money
5.0,5 July 2020,Damaged front,Very good machine.
1.0,5 July 2020,Good Product,"The quality is not good my 32 thousand machine don't work after 5 years..... motor brunt. New motor cost 10 k, but they gave only 3 months warranty....that's there quality....I replaced the motor with 11k, today is 7 th month.....it's gone, so I am throwing this machine.... So conclusion is go to the King.....just buy from LG or Bosch"
5.0,4 July 2020,Value for money,Easy to use.
5.0,4 July 2020,Don't go with samsung....,Very good
1.0,4 July 2020,Awsome product,very bad performace
5.0,3 July 2020,Stylish and compact,Value for money
1.0,3 July 2020,washing machine,Waste of energy and water.
5.0,3 July 2020,Samsung fully automatic,Working well
5.0,3 July 2020,Buy semi auto instead.,Fast shipping..so far so good...
4.0,26 June 2020,One of the best automatic washing machine in this price range,One foot of machine is not provided.
4.0,26 June 2020,Damaged front,good product
5.0,26 June 2020,One foot of machine is not provided.,Am using since 10 months no issues
4.0,26 June 2020,good product,Easy to wash clothes
3.0,26 June 2020,Very good product o Amazon,Received damaged body.
5.0,25 June 2020,Hassle service,It is very easy to use. It doesn't shake. Clothes are getting washed too good. I liked it very much. It finishes washing in exact time. Clothes have become brighter.
5.0,25 June 2020,Damaged product received,I bought this machine a week ago and first of all i would like to say that it was delivered on time. Next this washing machine is pretty good at a reasonably low price.Samsung after sale service is as always good. The demo was done the very next day and the washing machine is working fine till now.
5.0,25 June 2020,Very good washing machine.,Excellent machine and for me the only choice among the other options.
4.0,25 June 2020,Good product at a reasonable price,"Nice Product, Value of Money"
1.0,25 June 2020,Perfect for a family size of 1-4 people,Bought this machine on 9th june and on 25th June the motor has got spoiled. it is a pathetic product and the way samsung is handing this is more pathetic and disappointing.
2.0,2 July 2020,One of the best automatic washing machine in this price range,There is a bend on the front side of the washing machine.
1.0,2 July 2020,Damaged front,"Not operating properly, already raised request for return. Customer care told technician will come and verify. Then return will be processed. But no technician visited as of now. And unable to connect customer care today."
1.0,2 July 2020,Bend on the washing machine,Machine not taking water or it does not have inbuilt program for pulling water.. We are not happy with the product as water pressure is very low.. Not satisfied with the product.. Don't purchase this machine.
5.0,1 July 2020,"Automatic operation issue, need to return","Best product for two ppl family .. easy to wash.. jus put in clothes and power on, machine does everything else.. for small items like socks, handtowel etc, u can soak it in a mug for 5 mins and put it in machine .. salwar, shirt etc are washed neatly"
5.0,1 July 2020,Disappointed with product,Useful
5.0,1 July 2020,Superb,Please send someone for installation. Samsung hasn't sent anyone for installation.
1.0,30 June 2020,Amazon was very good products supplier,"This is quite an unfortunate incident what happened with us regarding this product. We had booked this washing machine and it arrived well on time. Amazon has been amazing in handling the products and arranging for installation all within the mentioned time. However, when the installation guy came to run the machine it was found that the balancer was defective and he suggested we replace the machine. Since the replacement stock was not available we were advised to cancel the machine and we promptly got our refund back.However since the brand is reputed and we had quite liked the look of the machine we decided to purchase it again. Again Amazon had been super in delivering the product. This time when the product was opened it was found that there were large dents on the body which could not be corrected. We had no other option but to replace the product again.My review is for mentioning how Amazon helped us both the times..they have been so efficient, polite and so prompt in their action. It was very very unfortunate to see how a reputed brand like Samsung was delivering such low quality products to customers without even running the quality check properly. Extremely disheartened by Samsung."
5.0,30 June 2020,Installation not done,Good product
5.0,30 June 2020,Received products with manufacturing defects,"Its very good. Easy to use. Washing is good, dont make much noise. I read reviews about like its not steady or vibrate too much etc, but nothing happened with us. Its bit vibrate while rinse but it’s obvious. Amazon delivery is very good and no contact as i got it around a month ago. But desappointing thing is Samsung installation process, as they not communicate or replie even after 2-3 days. When i enquired they said i asked them to postpone which is false statement. After 2-3 request someone came for the installation, he explained the basic things but he didnt setup the exhaust pipe saying like the machine level is lower. So i need to do it with plumber who again took some bucks. But overall good experience, value for money."
1.0,30 June 2020,Satisfied,Product delivered is damged kindly replace none of agent helping through it
5.0,23 June 2020,One of the best automatic washing machine in this price range,"So much satisfies as of now , on time delivery and service from Samsung"
1.0,23 June 2020,Damaged front,Received damaged piece
5.0,23 June 2020,Great help,Good
5.0,22 June 2020,Received damaged product,"Delivery was on time, installation was on time. Overall product is very good.. Value for money"
5.0,22 June 2020,Good,👌
1.0,22 June 2020,Great Product,After 3 months it was a problem don't buy it
5.0,22 June 2020,Good product,very nice product Value for money easy to use
5.0,22 June 2020,After 3 months it was a problem,Best product in this budget.
3.0,22 June 2020,Good,"Standard product easy to Installed,but front panel buttons seems flimsy. Now we have to wait to see how many years it gives us service."
4.0,22 June 2020,Nice product,Good value for money. I visited many places but could not find fully automatic machine at this cheap price.I got delivery of the machine next day morning and within 24hrs of delivery the company guy came and installed it and gave demo.Overall I am satisfied.
5.0,22 June 2020,One of the best automatic washing machine in this price range,I am first time using washing machine in this was fully automatic and easy to use
5.0,22 June 2020,Damaged front,Over all good product in low range but water consumption is high
1.0,22 June 2020,Valu of money good product,Upto now installation not yet done. Samsung customer care phone number not working
5.0,22 June 2020,Best one for low budget family,Good product. I have been using samsung washing machine for more than 15 years.This is the third machine i have bought and i am really happy with this product.
4.0,21 June 2020,Samsung customer care not responding,Wrong dimensions mentioned in product information..
2.0,21 June 2020,Good product,not cleaning clothes properly
4.0,21 June 2020,Wrong Dimensions,I like the product.  More washing selection like fuzzy program is required to wash fully automatic.  A+ smell removing prog also not there.
5.0,21 June 2020,an okk product,Well Suitable for four mem family
1.0,21 June 2020,Samsum product washing machine summer selection,The machine is bot useful if u have a family of three. The machine makes very much noise during operation. The cycle time is also very large. This is very sub standard product by samsung. However installation was prompt. Earlier i was using videocon machine that was much better than this.
4.0,21 June 2020,Good one,Nice product👌 Only problem is that of water level. Most of the times it takes less water as compared to cloths. So we have to manually increase water level many times !
1.0,24 June 2020,One of the best automatic washing machine in this price range,Product is broken. The installation team and the pictures attached confirms it .
4.0,24 June 2020,Damaged front,I Like this washing machine  and easy to use
4.0,24 June 2020,Broken product.,Good washing machine for daily use for clothes that not are not much stained. The only thing bothered me till now is the lint collector. Even when the product says it collects and clean automatically but it does do a great job. You will see some on the clothes.
5.0,24 June 2020,Nice,Very good product
1.0,24 June 2020,"Good basic washing machine, wished has dedicated lint collector","waste, we have ordered this .But is was not working"
5.0,24 June 2020,Value for money,Just awesome
5.0,24 June 2020,waste product,Awesome. Wash quality very good. I recommend this product.
1.0,23 June 2020,"Value for money 😍😍 ,,Samsung 😍😍","despite being an excellent product, it requires are good force of water to run, or else its just a plastic showpiece,so what i mean is people staying in home which do not have higher situated water tanks cannot buy this."
1.0,23 June 2020,Very good product,Called so many times for installation he didn’t answer the call
5.0,23 June 2020,"Everything Good, but still giving 1 star","Posting the review after using for 6 months. This is a hassle free, good looking device. Havent faced any issue till now and the cothes come out looking clean. The usage is also easy. I would recommended this to anyone going for an entry level automatic washing machine."
5.0,15 June 2020,One of the best automatic washing machine in this price range,Nice product 👍
5.0,15 June 2020,Damaged front,Super
5.0,15 June 2020,Great,Good product .
5.0,15 June 2020,Good,I like this product because no will be available in this such rate and very usefully.
1.0,15 June 2020,Value for money,After received the Samsung product.. waited for 11 days.. installation not done. Everytime engineer assigned nd with nonsense reason not visited. This is the Samsung service centre Quality. Finally product returned by Amazon.
5.0,15 June 2020,it is very low cost producuts of samsung for signal faimly .,Excellent
3.0,15 June 2020,Quality of Service centre,I am writing this review after using this machine for 4-5 times. Initially the first 2 washes went smooth however after that we Noticed This washing machine vibrates so badly and makes so much noise . We tried to contact customer care as well but they are not responding at all. Product is not up to the mark. We are very dissatisfied. It's just 2 weeks that we have purchased and it's showing so much problem after 2 washes.
2.0,14 June 2020,Perfect,It came broken from the base
5.0,14 June 2020,Bad product and poor customer service,Easy to use...good product...good for regular wash...not for heavy duty stains.
5.0,14 June 2020,Broken,Easy to self install
1.0,21 June 2020,One of the best automatic washing machine in this price range,Not working..no installation till yet
4.0,21 June 2020,Damaged front,Dont think its a cheap item the product may not be that good.I am giving this review after 1 week its working absolutely fine.most importantly less noise.
2.0,20 June 2020,Not working properly,Good
1.0,20 June 2020,Well deserved best selling washing machine,"Was delivered a defective product. The drum base was broken. Amazon though was quick in assisting, but the delivery partner needs to be validated and penalized for delivering sub-par product of inferior quality."
5.0,20 June 2020,G,"I have been using it for the past 20 days.. Product is pretty good.Pros:-silent operation-easy control-looks excellent, stylish design and colourCons- None from current experianceRecommentations- should have provided little more flexibility in handling the operation like an additional option to set control the timing of each operation(wash, drain, dry)  by the user itself. Though the available options are good, it would have made it better...."
5.0,20 June 2020,Defective product,"Like this product , one of the best product"
5.0,20 June 2020,Value of money,After 1 year of use. it's working fine and till now no issue.
4.0,20 June 2020,Very nice,Happy with this machine.
4.0,20 June 2020,Go fot it.,"Product is good and no issues found, but got dented product no major impacts in its operation."
5.0,20 June 2020,Great machine - fast install in Pune,"The product is very good as per my past experience but, delivered product should be free from Dashes or Damage and related officers should check the product before its delivery to customer."
5.0,20 June 2020,One of the best automatic washing machine in this price range,"I bought this for my parents and they are in their 60s, and have used semi automatic washing machine all their lives. I would say this machine is  pretty easy to use. they didn’t even need the installation person to come. They could operate it by themselves. So far no complaints from them about usage."
5.0,19 June 2020,Damaged front,I gave this gift to my Sister. She is very happy. Its like New family person in there house.
1.0,19 June 2020,Value for money,Very worst service agent. Not yet installation done. And ni any communication. No any support from Samsung customer care service.
5.0,19 June 2020,Super,Best in low  budget. Suitable for small family of 4 members
4.0,19 June 2020,Worst don't purchase.,"Hi, How do I contact Samsung Technicians? I bought this last year, now there is somethjng wrong and I need it fixed asap."
5.0,19 June 2020,Best in low  budget. Suitable for small family of 4 members,Very nice product- good quality- recommended
5.0,19 June 2020,HELP,Happy with this product
4.0,19 June 2020,Good product,Everything is fine for this washing machine from product to delivery service from Amazon and in exchange of old machime also smooth. After purchase installment service from samsung is automatically done from Amazon end .  This is value for money as it cost me 12220/- with  excahnge of my old samsung machine
1.0,19 June 2020,Happy,"I ordered this machine and delivered in 2 days,,, we just washed once and machine got spoiled. No one came from service centre for 3days to repair and when he came all he said was there was a part spoiled and hence it's not working.How can new machine be defective ????I'm very upset with amazon as I m a regular customer of the same but this exp left bad remark and will think ten times to buy anything.Even while I write review it's not repaired 😢"
5.0,18 June 2020,Excellent product may say value fo money. I,Product and delivery is simply awesome but installation is worst ever I seen. Very good for family of three or four.
5.0,17 June 2020,One of the best automatic washing machine in this price range,Value for money. But have to call the installation guy time again for him to finish the installation and demo.
2.0,17 June 2020,Damaged front,Washing Machine is good but motor very noisy and produce lot hmmm sound  which is very annoying
5.0,17 June 2020,Good one,Superb..!!!Clothes have washed very neatly.
1.0,17 June 2020,Very Noisy Washing Machine,"Damaged product received, buildup quality is very cheap. A big No to this product."
5.0,17 June 2020,Clothes have washed very neatly.,Worth the money. I gifted this to my mother. Samsung electronics are among the top notch! And amazon delivery rocks! 😁
5.0,16 June 2020,Dont waste ur money and time on this product,Everything is good. some times function makes complicate. Overall perfect 👌
5.0,16 June 2020,Worth the money,This is one machine that will keep still at a corner of your home and would do the best of the jobs you can expect. I have been using it for 13 years. I also gifted it. This is a hidden gem :-)
3.0,16 June 2020,Operation complex,Nobody came for installation although it was mentioned that installation will be done.
5.0,16 June 2020,This is my 3rd one - 2 I gifted,Nice product by Samsung! Just go for it blindly
4.0,15 June 2020,No installation given,Got it almost 2 weeks back and was received intact. It's working normal.. Has got many functions.. As of now worth for the money.
5.0,18 June 2020,One of the best automatic washing machine in this price range,Not purchased
4.0,18 June 2020,Damaged front,"Product is good, value for money. However there is a problem with outlet water pipeline. If you connect the outlet pipe which is at the very bottom of the machine, to the drain pipe which if even a little higher than the machine outlet pipe, the water flows out of the drain pipe and pours used water all over the floor. The drain pipe line should be lower than the machine's bottom. Then it works good."
5.0,18 June 2020,Not purchased,"This washing machine is just magical with diamond drum, I can rest a lot in clean linens having it at my service."
2.0,18 June 2020,Machine's wastewater pipeline does not push used water to drain,Product supplied in damaged condition.please replace with a new washing machine of Samsung's or L.G co.
5.0,18 June 2020,A solution for dirty clothing!,I purchased 2 washing machin of Samsung.both are best value for money. Go for it. On time delivery by Amazon.  Delivery person was good.
1.0,18 June 2020,Return the damaged washing machine,"I received it 3 days back.. and it is defective.. no person from Samsung came for installation.. I called Samsung many times,nobody in answering. it's horrible service and product."
4.0,18 June 2020,Best,"Delivery was on time during the pandemic. No complaints with delivery or delivery guys. Here are the pros and cons after using the product for a month.Pros : Very easy to use. Brought it for my mom who doesn't know how to operate touch screen mobile but she is able to use washing machine.Machine's sound is less than what I've expected.Good for small family use. Serves the purpose.Cons : Inlet and outlet pipe's lengths are very small and had to buy another outlet pipe.Manufacturer people offers you to buy machine cleaning powder, stand and conver for higher prices.Thats all I can think as of now."
5.0,17 June 2020,Defective.. and bad service from Samsung.,I used past 2yrs but still it's looking good and working perfectly ... Always trust Amazon...  Value for money ... Thank u Amazon 🥰
5.0,17 June 2020,Value for money. Serves the purpose.,good product
5.0,17 June 2020,Good product...,product is great the tax of 2100 shocked me !
5.0,28 June 2020,One of the best automatic washing machine in this price range,Value for money
5.0,28 June 2020,Damaged front,🔥🔥
3.0,28 June 2020,Good,"Easy to use, but inlet pipe won't fit directly to your regular modern taps, need to buy connector or change whole tap and length of inlet pipe is very small and Samsung takes long and service team came for sell their inside bag products not to show the machine installation"
4.0,28 June 2020,👏🏻👏🏻,Nice
5.0,28 June 2020,Installation service very bad,Product is installed 2 days after receiving 3 weeks back
3.0,27 June 2020,Nice,the product had a small dent but i accepted it since its very small.. installation service is a joke.. the person who came to install was wearing a dirty mask and he doesn't even know how to explain basic functions.. overall its okay product..
4.0,27 June 2020,I have to see after using for more days,We have not received original invoice
5.0,27 June 2020,it came with small dent and Samsung installation service is a joke.,The machine is good.  The only difference I found this time (my old one was also a Samsung Washing Machine) tube from the Washing Machine to the tap was a little shorter so I found that a bit difficult to manage.  Else all good. Super product.
1.0,27 June 2020,We have not received original invoice,Amazon giving best service but samsung giving worst service in instalation and demo
5.0,27 June 2020,Washing Machine - Samsung 6 KG,Awesome product ..... You cannot extract even a drop of water after wash from your cloth ... It helps to dry the cloth within a hour under the sun.It wash all the dirt from your cloths and make them as new.
4.0,14 June 2020,One of the best automatic washing machine in this price range,Using it from last 15-20 days. Nice product
4.0,14 June 2020,Damaged front,"Product is good, flexible to use. working as expected.but size is bit small."
5.0,14 June 2020,Good product,Good
2.0,14 June 2020,Good product,"water consumption is more for washing 3-4 clothes. it is done 2 times. which means around 56-80 liter water for washing, which is too high. max 5 pair of clothes can be washed which are not heavy...."
5.0,13 June 2020,Good buy,"Best washing machine within this price range ,don't think twice if u r single or a couple its best washing solution as of now does the job fine."
5.0,13 June 2020,its takes around 38-40 liter water for washing 3-4 clothes..,Simply value for money
5.0,13 June 2020,Best washing solution within this price range.,Awesome
5.0,13 June 2020,Best machine,Easy to use and perfect washing
5.0,13 June 2020,Awesy,Product is good
5.0,13 June 2020,This product worth the price,Worthy buying.Perfect delivery.Timely installation
5.0,6 June 2020,One of the best automatic washing machine in this price range,Good product delivered by Amazon!
4.0,5 June 2020,Damaged front,Good company
1.0,5 June 2020,Washing machine Samsung 6.2 kg top load,Installation and demo is free but there is no service given by Samsung. They called me but still no technician is coming for demo/installation work .very poor service by Amazon and Samsung
5.0,5 June 2020,Good,Has all the basic features required in a fully automatic WM.Pretty satisfied with the amount of money i paid.
4.0,5 June 2020,Poor service and response,Awesome product.value for money
5.0,5 June 2020,Low Budget WM,It's a good buy. Value for money. Overall the performance is excellent and satisfactory.
4.0,5 June 2020,Nice product,Good product
5.0,5 June 2020,Good product,Nice product thank you Samsung
1.0,4 June 2020,Working fine,Don't buy they write installation within 48 hrs .They don't give installation service in lock down.They are making full out of you.
5.0,4 June 2020,Gr8 products,Very good product in this price segment.
1.0,8 June 2020,One of the best automatic washing machine in this price range,"Bad customer services by samsung..,"
